single point
94c269l1s 0.00707806 1.0 0.0
97c269l1s 0.00635826 1.0 0.0
94c269l5s 0.01178986 1.0 0.0
97c269l5s 0.01059089 1.0 0.0
94c270l1s 0.00479136 1.0 0.0
97c270l1s 0.0028694 1.0 0.0
94c270l5s 0.03294449 1.0 0.0
97c270l5s 0.01972947 1.0 0.0
94c271l1s 0.00548411 1.0 0.0
94c271l5s 0.03225174 1.0 0.0
94c272l1s 0.00528148 1.0 0.0
94c272l5s 0.03245437 1.0 0.0
94c273l1s 0.00486725 1.0 0.0
94c273l5s 0.0328686 1.0 0.0
97c334l1s 0.00451478 1.0 0.0
97c334l5s 0.00678465 1.0 0.0
94c335l1s 0.02307824 1.0 0.0
97c335l1s 0.01727608 1.0 0.0
102c335l1s 0.00485376 1.0 0.0
94c335l5s 0.01465761 1.0 0.0
97c335l5s 0.0109725 1.0 0.0
102c335l5s 0.00308275 1.0 0.0
94c336l1s 0.02307824 1.0 0.0
97c336l1s 0.01727608 1.0 0.0
102c336l1s 0.00485376 1.0 0.0
94c336l5s 0.01465761 1.0 0.0
97c336l5s 0.0109725 1.0 0.0
102c336l5s 0.00308275 1.0 0.0
94c337l1s 0.00704295 1.0 0.0
97c337l1s 0.00105445 1.0 0.0
94c337l5s 0.0306929 1.0 0.0
97c337l5s 0.00459526 1.0 0.0
94c338l1s 0.00615436 1.0 0.0
97c338l1s 0.00092142 1.0 0.0
94c338l5s 0.03158149 1.0 0.0
97c338l5s 0.0047283 1.0 0.0
94c339l1s 0.00267207 1.0 0.0
94c339l5s 0.01619586 1.0 0.0
97c399l1s 0.00485883 1.0 0.0
97c399l5s 0.0064406 1.0 0.0
94c400l1s 0.02307824 1.0 0.0
97c400l1s 0.01727608 1.0 0.0
102c400l1s 0.00485376 1.0 0.0
94c400l5s 0.01465761 1.0 0.0
97c400l5s 0.0109725 1.0 0.0
102c400l5s 0.00308275 1.0 0.0
94c401l1s 0.02307824 1.0 0.0
97c401l1s 0.01727608 1.0 0.0
102c401l1s 0.00485376 1.0 0.0
94c401l5s 0.01465761 1.0 0.0
97c401l5s 0.0109725 1.0 0.0
102c401l5s 0.00308275 1.0 0.0
94c402l1s 0.00399825 1.0 0.0
97c402l1s 0.00119722 1.0 0.0
94c402l5s 0.01486967 1.0 0.0
97c402l5s 0.0044525 1.0 0.0
94c403l1s 0.00392423 1.0 0.0
97c403l1s 0.00117505 1.0 0.0
94c403l5s 0.0149437 1.0 0.0
97c403l5s 0.00447467 1.0 0.0
94c404l1s 0.00845427 1.0 0.0
97c404l1s 0.00126575 1.0 0.0
94c404l5s 0.02928158 1.0 0.0
97c404l5s 0.00438397 1.0 0.0
94c405l1s 0.00901069 1.0 0.0
95c405l1s 0.00195724 1.0 0.0
97c405l1s 0.00134906 1.0 0.0
94c405l5s 0.02872515 1.0 0.0
95c405l5s 0.00623948 1.0 0.0
97c405l5s 0.00430066 1.0 0.0
94c406l1s 0.03773585 1.0 0.0
95c406l1s 0.00819672 1.0 0.0
97c464l1s 0.00999479 1.0 0.0
97c464l5s 0.00695437 1.0 0.0
94c465l1s 0.02292721 1.0 0.0
97c465l1s 0.01716303 1.0 0.0
102c465l1s 0.00482199 1.0 0.0
94c465l5s 0.01480863 1.0 0.0
97c465l5s 0.01108556 1.0 0.0
102c465l5s 0.00311451 1.0 0.0
94c466l1s 0.02292721 1.0 0.0
97c466l1s 0.01716303 1.0 0.0
102c466l1s 0.00482199 1.0 0.0
94c466l5s 0.01480863 1.0 0.0
97c466l5s 0.01108556 1.0 0.0
102c466l5s 0.00311451 1.0 0.0
97c467l1s 0.00130502 1.0 0.0
97c467l5s 0.0043447 1.0 0.0
97c468l1s 0.00147647 1.0 0.0
97c468l5s 0.00417325 1.0 0.0
97c469l1s 0.00486089 1.0 0.0
97c469l5s 0.00078883 1.0 0.0
97c470l1s 0.00476195 1.0 0.0
97c470l5s 0.00088777 1.0 0.0
94c471l1s 0.03773585 1.0 0.0
97c471l1s 0.00564972 1.0 0.0
94c472l1s 0.05660377 1.0 0.0
97c529l1s 0.01081456 1.0 0.0
97c529l5s 0.0061346 1.0 0.0
97c530l1s 0.00878613 1.0 0.0
97c530l4s 0.00378573 1.0 0.0
97c530l5s 0.0043773 1.0 0.0
97c531l1s 0.00620041 1.0 0.0
97c531l4s 0.00236718 1.0 0.0
97c531l5s 0.00273184 1.0 0.0
97c532l1s 0.00752202 1.0 0.0
97c532l4s 0.00202655 1.0 0.0
97c532l5s 0.00175087 1.0 0.0
97c533l1s 0.0088029 1.0 0.0
97c533l4s 0.00249653 1.0 0.0
97c534l1s 0.01129944 1.0 0.0
97c535l1s 0.01129944 1.0 0.0
94c536l1s 0.03773585 1.0 0.0
97c536l1s 0.01129944 1.0 0.0
94c537l1s 0.03773585 1.0 0.0
97c537l1s 0.00564972 1.0 0.0
94c538l1s 0.04614252 1.0 0.0
95c538l1s 0.00668184 1.0 0.0
94c538l4s 0.01046125 1.0 0.0
95c538l4s 0.00151488 1.0 0.0
97c593l1s 0.00296048 1.0 0.0
97c593l5s 0.00268923 1.0 0.0
97c594l1s 0.00376407 1.0 0.0
97c594l5s 0.00188564 1.0 0.0
97c595l1s 0.00813956 1.0 0.0
102c595l1s 0.00381138 1.0 0.0
97c595l4s 0.00595626 1.0 0.0
102c595l4s 0.00278904 1.0 0.0
97c595l5s 0.00285333 1.0 0.0
102c595l5s 0.00133608 1.0 0.0
97c596l1s 0.00221201 1.0 0.0
102c596l1s 0.00310735 1.0 0.0
97c596l4s 0.00279568 1.0 0.0
102c596l4s 0.00392726 1.0 0.0
97c596l5s 0.00064203 1.0 0.0
102c596l5s 0.0009019 1.0 0.0
97c597l1s 0.00283828 1.0 0.0
102c597l1s 0.0039871 1.0 0.0
97c597l4s 0.00281144 1.0 0.0
102c597l4s 0.0039494 1.0 0.0
97c598l1s 0.00349636 1.0 0.0
97c598l4s 0.00215336 1.0 0.0
97c599l1s 0.00818965 1.0 0.0
97c599l4s 0.00310978 1.0 0.0
97c600l1s 0.00806309 1.0 0.0
97c600l4s 0.00323635 1.0 0.0
97c601l1s 0.00899632 1.0 0.0
97c601l4s 0.00230311 1.0 0.0
94c602l1s 0.01392139 1.0 0.0
97c602l1s 0.00833711 1.0 0.0
94c602l4s 0.00494653 1.0 0.0
97c602l4s 0.00296233 1.0 0.0
94c603l1s 0.01174743 1.0 0.0
97c603l1s 0.00351759 1.0 0.0
94c603l4s 0.00712049 1.0 0.0
97c603l4s 0.00213213 1.0 0.0
94c604l1s 0.03370475 1.0 0.0
95c604l1s 0.00488074 1.0 0.0
94c604l4s 0.02289903 1.0 0.0
95c604l4s 0.00331598 1.0 0.0
97c658l1s 0.00654991 1.0 0.0
97c658l5s 0.00474952 1.0 0.0
97c659l1s 0.00368758 1.0 0.0
102c659l1s 0.00259008 1.0 0.0
97c659l4s 0.00565945 1.0 0.0
102c659l4s 0.00397509 1.0 0.0
97c659l5s 0.00195241 1.0 0.0
102c659l5s 0.00137133 1.0 0.0
97c660l1s 0.00199284 1.0 0.0
102c660l1s 0.00279946 1.0 0.0
97c660l4s 0.00286481 1.0 0.0
102c660l4s 0.00402437 1.0 0.0
97c660l5s 0.00079208 1.0 0.0
102c660l5s 0.00111268 1.0 0.0
97c661l1s 0.00189443 1.0 0.0
102c661l1s 0.00266122 1.0 0.0
97c661l4s 0.0031349 1.0 0.0
102c661l4s 0.00440379 1.0 0.0
97c661l5s 0.00062039 1.0 0.0
102c661l5s 0.0008715 1.0 0.0
97c662l1s 0.00224284 1.0 0.0
102c662l1s 0.00315066 1.0 0.0
97c662l4s 0.00340687 1.0 0.0
102c662l4s 0.00478585 1.0 0.0
97c663l1s 0.00274106 1.0 0.0
