time,RIV01,RIV02,RIV03,RIV04,RIV05,RIV06,RIV07,RIV08,RIV09,RIV10,RIV11,RIV12,RIV13
6786.400000000,-0.10170E+07,-0.10576E+08,-0.68765E+07,-0.69200E+07,-0.27984E+07,-0.15352E+08,-0.73447E+07,-0.13618E+08,-0.40077E+07,-0.31943E+07,-0.55482E+07,-0.42425E+07,-0.17187E+08
6817.400000000,-0.11191E+07,-0.11181E+08,-0.61156E+07,-0.78569E+07,-0.35007E+07,-0.17092E+08,-0.84217E+07,-0.15154E+08,-0.39724E+07,-0.30554E+07,-0.55569E+07,-0.41741E+07,-0.17107E+08
6848.400000000,-0.11029E+07,-0.11897E+08,-0.70616E+07,-0.97863E+07,-0.32668E+07,-0.17699E+08,-0.87151E+07,-0.14680E+08,-0.39992E+07,-0.30331E+07,-0.55652E+07,-0.41399E+07,-0.17110E+08
6878.400000000,-0.99849E+06,-0.12255E+08,-0.71840E+07,-0.87043E+07,-0.31142E+07,-0.18430E+08,-0.90831E+07,-0.13255E+08,-0.36805E+07,-0.28011E+07,-0.55594E+07,-0.41249E+07,-0.17091E+08
6909.400000000,-0.67535E+06,-0.11828E+08,-0.68656E+07,-0.59971E+07,-0.22086E+07,-0.17684E+08,-0.85317E+07,-0.10178E+08,-0.31947E+07,-0.28398E+07,-0.55588E+07,-0.41894E+07,-0.17157E+08
6939.400000000,-0.38950E+06,-0.10810E+08,-0.55050E+07,-0.18365E+07,-0.10610E+07,-0.15757E+08,-0.75247E+07,-0.67983E+07,-0.25228E+07,-0.27550E+07,-0.55544E+07,-0.42135E+07,-0.17196E+08
6970.400000000,-0.29353E+06,-0.99219E+07,-0.46273E+07,-0.11127E+07,-0.85707E+06,-0.14763E+08,-0.70542E+07,-0.62133E+07,-0.23888E+07,-0.27506E+07,-0.55495E+07,-0.42446E+07,-0.17223E+08
7001.400000000,-0.25347E+06,-0.91831E+07,-0.42107E+07,-0.66044E+06,-0.76563E+06,-0.13797E+08,-0.65996E+07,-0.59186E+07,-0.23410E+07,-0.27508E+07,-0.55438E+07,-0.42619E+07,-0.17238E+08
7029.400000000,-0.22186E+06,-0.86104E+07,-0.39289E+07,-0.29554E+06,-0.68660E+06,-0.12991E+08,-0.62605E+07,-0.57164E+07,-0.23061E+07,-0.27485E+07,-0.55380E+07,-0.42683E+07,-0.17244E+08
7060.400000000,-0.23732E+06,-0.81060E+07,-0.37930E+07,-0.75698E+06,-0.55441E+06,-0.12188E+08,-0.58506E+07,-0.56016E+07,-0.22933E+07,-0.27416E+07,-0.55305E+07,-0.42684E+07,-0.17245E+08
7090.400000000,-0.49427E+06,-0.82942E+07,-0.36908E+07,0.65624E+06,-0.14642E+07,-0.12773E+08,-0.61364E+07,-0.92107E+07,-0.27898E+07,-0.25986E+07,-0.55131E+07,-0.42647E+07,-0.17130E+08
7121.400000000,-0.59153E+06,-0.92441E+07,-0.65739E+07,-0.13910E+07,-0.19367E+07,-0.13600E+08,-0.62727E+07,-0.11947E+08,-0.34263E+07,-0.28055E+07,-0.55104E+07,-0.42852E+07,-0.17150E+08
7151.400000000,-0.99208E+06,-0.10376E+08,-0.73573E+07,-0.56759E+07,-0.28817E+07,-0.15408E+08,-0.72394E+07,-0.13640E+08,-0.38478E+07,-0.29032E+07,-0.55141E+07,-0.42629E+07,-0.17084E+08
7182.400000000,-0.10932E+07,-0.10791E+08,-0.62372E+07,-0.70502E+07,-0.32795E+07,-0.16993E+08,-0.82323E+07,-0.14028E+08,-0.35202E+07,-0.27703E+07,-0.55148E+07,-0.41827E+07,-0.17039E+08
7213.400000000,-0.10798E+07,-0.11393E+08,-0.61421E+07,-0.78940E+07,-0.34066E+07,-0.17831E+08,-0.86406E+07,-0.14718E+08,-0.36177E+07,-0.28148E+07,-0.55221E+07,-0.41348E+07,-0.17060E+08
7243.400000000,-0.10130E+07,-0.11736E+08,-0.69977E+07,-0.75652E+07,-0.33261E+07,-0.18449E+08,-0.89743E+07,-0.13908E+08,-0.33039E+07,-0.26063E+07,-0.55141E+07,-0.41267E+07,-0.17048E+08
7274.400000000,-0.76469E+06,-0.11458E+08,-0.66487E+07,-0.36767E+07,-0.21470E+07,-0.17400E+08,-0.83723E+07,-0.10052E+08,-0.28356E+07,-0.25189E+07,-0.55006E+07,-0.41568E+07,-0.17058E+08
7304.400000000,-0.40500E+06,-0.10446E+08,-0.51780E+07,-0.11287E+07,-0.10995E+07,-0.15842E+08,-0.75373E+07,-0.68443E+07,-0.23267E+07,-0.25991E+07,-0.54955E+07,-0.41791E+07,-0.17118E+08
7335.400000000,-0.26954E+06,-0.95823E+07,-0.43719E+07,-0.18355E+07,-0.63026E+06,-0.14854E+08,-0.69019E+07,-0.62551E+07,-0.22276E+07,-0.26363E+07,-0.54911E+07,-0.42134E+07,-0.17159E+08
7366.400000000,-0.18620E+06,-0.87975E+07,-0.35542E+07,-0.11462E+07,-0.56492E+06,-0.14241E+08,-0.64836E+07,-0.60307E+07,-0.21843E+07,-0.26548E+07,-0.54862E+07,-0.42335E+07,-0.17180E+08
7394.400000000,0.28267E+06,-0.73650E+07,0.98016E+06,0.78850E+07,-0.68158E+06,-0.13695E+08,-0.62107E+07,-0.58626E+07,-0.19957E+07,-0.26630E+07,-0.54811E+07,-0.42416E+07,-0.17190E+08
7425.400000000,-50451.,-0.70090E+07,-0.16597E+07,0.48145E+07,-0.21082E+06,-0.12484E+08,-0.54806E+07,-0.56972E+07,-0.21553E+07,-0.26663E+07,-0.54747E+07,-0.42422E+07,-0.17194E+08
7455.400000000,-0.13206E+06,-0.70618E+07,-0.16792E+07,0.36637E+07,-0.20617E+06,-0.11496E+08,-0.48437E+07,-0.82174E+07,-0.26326E+07,-0.28254E+07,-0.54714E+07,-0.42625E+07,-0.17150E+08
7486.400000000,-0.53901E+06,-0.81098E+07,-0.39661E+07,-0.26770E+07,-0.17571E+07,-0.12952E+08,-0.56581E+07,-0.12233E+08,-0.33151E+07,-0.30559E+07,-0.54865E+07,-0.42601E+07,-0.17166E+08
7516.400000000,-0.12797E+07,-0.98708E+07,-0.84735E+07,-0.10213E+08,-0.30082E+07,-0.15213E+08,-0.69960E+07,-0.14196E+08,-0.38856E+07,-0.32060E+07,-0.55047E+07,-0.42706E+07,-0.17146E+08
7547.400000000,-0.14596E+07,-0.10581E+08,-0.85035E+07,-0.12197E+08,-0.35909E+07,-0.17409E+08,-0.85264E+07,-0.14150E+08,-0.35907E+07,-0.30631E+07,-0.55190E+07,-0.42012E+07,-0.16961E+08
7578.400000000,-0.11669E+07,-0.11158E+08,-0.72589E+07,-0.11411E+08,-0.34044E+07,-0.18124E+08,-0.88892E+07,-0.14068E+08,-0.36009E+07,-0.30060E+07,-0.55307E+07,-0.41323E+07,-0.16993E+08
7608.400000000,-0.95420E+06,-0.11494E+08,-0.73819E+07,-0.95304E+07,-0.30221E+07,-0.18516E+08,-0.90280E+07,-0.12300E+08,-0.32537E+07,-0.27059E+07,-0.55210E+07,-0.41159E+07,-0.16980E+08
7639.400000000,-0.69993E+06,-0.11261E+08,-0.68019E+07,-0.53605E+07,-0.24421E+07,-0.17999E+08,-0.85745E+07,-0.10603E+08,-0.27680E+07,-0.25086E+07,-0.55044E+07,-0.41418E+07,-0.17018E+08
7669.400000000,-0.39245E+06,-0.10303E+08,-0.52542E+07,-0.22531E+07,-0.14412E+07,-0.16564E+08,-0.76191E+07,-0.76315E+07,-0.23908E+07,-0.26127E+07,-0.54987E+07,-0.41671E+07,-0.17081E+08
7700.400000000,-0.29049E+06,-0.94729E+07,-0.44230E+07,-0.16872E+07,-0.99088E+06,-0.15503E+08,-0.71327E+07,-0.63681E+07,-0.22769E+07,-0.26521E+07,-0.54941E+07,-0.42043E+07,-0.17122E+08
7731.400000000,-0.23467E+06,-0.87360E+07,-0.37331E+07,-0.50370E+06,-0.82742E+06,-0.14386E+08,-0.66560E+07,-0.59969E+07,-0.22342E+07,-0.26699E+07,-0.54891E+07,-0.42264E+07,-0.17143E+08
7759.400000000,-0.22734E+06,-0.82434E+07,-0.38652E+07,-0.12074E+07,-0.66907E+06,-0.13513E+08,-0.62519E+07,-0.57840E+07,-0.22179E+07,-0.26771E+07,-0.54838E+07,-0.42358E+07,-0.17153E+08
7790.400000000,-0.23680E+06,-0.77763E+07,-0.36718E+07,-0.67370E+06,-0.51402E+06,-0.12496E+08,-0.56030E+07,-0.56894E+07,-0.22112E+07,-0.26821E+07,-0.54774E+07,-0.42386E+07,-0.17157E+08
7820.400000000,-0.46105E+06,-0.81058E+07,-0.38240E+07,0.80316E+06,-0.16096E+07,-0.13384E+08,-0.61247E+07,-0.93778E+07,-0.29020E+07,-0.29411E+07,-0.54806E+07,-0.42718E+07,-0.17122E+08
7851.400000000,-0.80477E+06,-0.93390E+07,-0.62316E+07,-0.57776E+07,-0.23804E+07,-0.14276E+08,-0.66926E+07,-0.12310E+08,-0.34324E+07,-0.30448E+07,-0.54936E+07,-0.42388E+07,-0.17089E+08
7881.400000000,-0.93053E+06,-0.10322E+08,-0.69013E+07,-0.74697E+07,-0.31158E+07,-0.15910E+08,-0.77622E+07,-0.13710E+08,-0.37949E+07,-0.34187E+07,-0.55268E+07,-0.42571E+07,-0.17080E+08
7912.400000000,-0.10478E+07,-0.10785E+08,-0.56098E+07,-0.87924E+07,-0.33370E+07,-0.17035E+08,-0.84789E+07,-0.14540E+08,-0.34822E+07,-0.27734E+07,-0.55181E+07,-0.41722E+07,-0.16864E+08
7943.400000000,-0.11615E+07,-0.11481E+08,-0.62276E+07,-0.10869E+08,-0.31591E+07,-0.17562E+08,-0.87733E+07,-0.14051E+08,-0.34011E+07,-0.25118E+07,-0.55016E+07,-0.40857E+07,-0.16795E+08
7973.400000000,-0.10405E+07,-0.12000E+08,-0.73887E+07,-0.92263E+07,-0.28652E+07,-0.18079E+08,-0.90119E+07,-0.12281E+08,-0.32583E+07,-0.24621E+07,-0.54909E+07,-0.41146E+07,-0.16830E+08
8004.400000000,-0.70087E+06,-0.11247E+08,-0.60533E+07,-0.44873E+07,-0.19882E+07,-0.17074E+08,-0.82173E+07,-0.96305E+07,-0.24706E+07,-0.22878E+07,-0.54696E+07,-0.41160E+07,-0.16894E+08
8034.400000000,-0.40661E+06,-0.10298E+08,-0.48042E+07,-0.13948E+07,-0.10730E+07,-0.15757E+08,-0.73873E+07,-0.67144E+07,-0.22110E+07,-0.24973E+07,-0.54650E+07,-0.41374E+07,-0.16992E+08
8065.400000000,-0.28052E+06,-0.94770E+07,-0.40847E+07,-0.13953E+07,-0.86563E+06,-0.14866E+08,-0.69406E+07,-0.61764E+07,-0.21591E+07,-0.25703E+07,-0.54618E+07,-0.41788E+07,-0.17052E+08
8096.400000000,-0.23109E+06,-0.87930E+07,-0.37663E+07,-0.12671E+07,-0.79829E+06,-0.14177E+08,-0.66202E+07,-0.58933E+07,-0.21431E+07,-0.26053E+07,-0.54581E+07,-0.42050E+07,-0.17083E+08
8125.400000000,-0.21003E+06,-0.82427E+07,-0.36286E+07,-0.99092E+06,-0.67460E+06,-0.13382E+08,-0.62188E+07,-0.56912E+07,-0.21322E+07,-0.26230E+07,-0.54537E+07,-0.42171E+07,-0.17097E+08
8156.400000000,-0.21582E+06,-0.77590E+07,-0.34488E+07,-0.79986E+06,-0.50389E+06,-0.12444E+08,-0.56103E+07,-0.55886E+07,-0.21329E+07,-0.26352E+07,-0.54482E+07,-0.42210E+07,-0.17104E+08
8186.400000000,-0.44408E+06,-0.80622E+07,-0.33979E+07,0.13301E+07,-0.11842E+07,-0.12629E+08,-0.56290E+07,-0.80744E+07,-0.26983E+07,-0.28714E+07,-0.54508E+07,-0.42221E+07,-0.17069E+08
8217.400000000,-0.66122E+06,-0.88843E+07,-0.39161E+07,-0.76079E+06,-0.18358E+07,-0.13099E+08,-0.58121E+07,-0.12252E+08,-0.35247E+07,-0.32570E+07,-0.54755E+07,-0.42336E+07,-0.17072E+08
8247.400000000,-0.13264E+07,-0.10324E+08,-0.75014E+07,-0.82802E+07,-0.26440E+07,-0.14422E+08,-0.66408E+07,-0.13857E+08,-0.39834E+07,-0.32499E+07,-0.54947E+07,-0.42457E+07,-0.17051E+08
8278.400000000,-0.13244E+07,-0.11366E+08,-0.63263E+07,-0.89471E+07,-0.35248E+07,-0.16782E+08,-0.81359E+07,-0.14331E+08,-0.41392E+07,-0.31693E+07,-0.55105E+07,-0.42014E+07,-0.17002E+08
8309.400000000,-0.12538E+07,-0.12249E+08,-0.66675E+07,-0.10051E+08,-0.34749E+07,-0.17802E+08,-0.86773E+07,-0.14413E+08,-0.40337E+07,-0.30987E+07,-0.55263E+07,-0.41417E+07,-0.16980E+08
8339.400000000,-0.11170E+07,-0.12748E+08,-0.79586E+07,-0.10282E+08,-0.31491E+07,-0.18578E+08,-0.90620E+07,-0.12642E+08,-0.37882E+07,-0.29495E+07,-0.55325E+07,-0.41672E+07,-0.16994E+08
8370.400000000,-0.73117E+06,-0.12245E+08,-0.64985E+07,-0.50437E+07,-0.22270E+07,-0.17422E+08,-0.82774E+07,-0.10344E+08,-0.29655E+07,-0.26237E+07,-0.55182E+07,-0.41599E+07,-0.16962E+08
8400.400000000,-0.42642E+06,-0.11143E+08,-0.50329E+07,-0.13830E+07,-0.10862E+07,-0.15723E+08,-0.74346E+07,-0.68187E+07,-0.24579E+07,-0.26797E+07,-0.55117E+07,-0.41718E+07,-0.17016E+08
8431.400000000,-0.33778E+06,-0.10185E+08,-0.40449E+07,-0.99875E+06,-0.89159E+06,-0.14911E+08,-0.70221E+07,-0.62089E+07,-0.23606E+07,-0.27003E+07,-0.55057E+07,-0.42028E+07,-0.17055E+08
8462.400000000,-0.22850E+06,-0.94116E+07,-0.39748E+07,-0.10403E+07,-0.75473E+06,-0.13961E+08,-0.65515E+07,-0.59054E+07,-0.22938E+07,-0.27077E+07,-0.54993E+07,-0.42217E+07,-0.17076E+08
8490.400000000,-0.23061E+06,-0.88173E+07,-0.37995E+07,-0.60319E+06,-0.71899E+06,-0.13177E+08,-0.61984E+07,-0.57098E+07,-0.22812E+07,-0.27087E+07,-0.54928E+07,-0.42294E+07,-0.17085E+08
8521.400000000,-0.22717E+06,-0.82654E+07,-0.35976E+07,-0.78970E+06,-0.47637E+06,-0.12189E+08,-0.56838E+07,-0.55605E+07,-0.22787E+07,-0.27077E+07,-0.54851E+07,-0.42578E+07,-0.17088E+08
8551.400000000,-0.53402E+06,-0.88081E+07,-0.37542E+07,-0.17194E+06,-0.12594E+07,-0.12547E+08,-0.57086E+07,-0.91471E+07,-0.30752E+07,-0.29794E+07,-0.54899E+07,-0.42544E+07,-0.17082E+08
8582.400000000,-0.71962E+06,-0.97436E+07,-0.52234E+07,-0.40471E+07,-0.20467E+07,-0.13524E+08,-0.61351E+07,-0.12953E+08,-0.37991E+07,-0.31947E+07,-0.55060E+07,-0.42609E+07,-0.17072E+08
8612.400000000,-0.86081E+06,-0.10447E+08,-0.52340E+07,-0.67974E+07,-0.24315E+07,-0.14850E+08,-0.68639E+07,-0.13852E+08,-0.41160E+07,-0.33340E+07,-0.55254E+07,-0.42978E+07,-0.17080E+08
8643.400000000,-0.17510E+07,-0.12122E+08,-0.83919E+07,-0.12230E+08,-0.33587E+07,-0.17186E+08,-0.82339E+07,-0.14616E+08,-0.46708E+07,-0.34418E+07,-0.55471E+07,-0.42284E+07,-0.17018E+08
8674.400000000,-0.15506E+07,-0.12964E+08,-0.85266E+07,-0.12210E+08,-0.32213E+07,-0.18095E+08,-0.86960E+07,-0.14403E+08,-0.44849E+07,-0.33300E+07,-0.55652E+07,-0.42129E+07,-0.17009E+08
8704.400000000,-0.12851E+07,-0.13177E+08,-0.78630E+07,-0.98665E+07,-0.31085E+07,-0.18758E+08,-0.89694E+07,-0.13034E+08,-0.39117E+07,-0.29693E+07,-0.55641E+07,-0.41368E+07,-0.16949E+08
8735.400000000,-0.86588E+06,-0.12704E+08,-0.72323E+07,-0.81274E+07,-0.23454E+07,-0.17893E+08,-0.83061E+07,-0.11019E+08,-0.33039E+07,-0.28355E+07,-0.55578E+07,-0.41764E+07,-0.17009E+08
8765.400000000,-0.49554E+06,-0.11574E+08,-0.55038E+07,-0.27690E+07,-0.11597E+07,-0.16129E+08,-0.74631E+07,-0.69113E+07,-0.26104E+07,-0.27864E+07,-0.55511E+07,-0.41917E+07,-0.17041E+08
8796.400000000,-0.29578E+06,-0.10482E+08,-0.40413E+07,-0.38039E+06,-0.90247E+06,-0.15107E+08,-0.70358E+07,-0.62330E+07,-0.24422E+07,-0.27815E+07,-0.55443E+07,-0.42221E+07,-0.17065E+08
8827.400000000,-0.26142E+06,-0.97470E+07,-0.43196E+07,-0.16346E+07,-0.71538E+06,-0.14204E+08,-0.65884E+07,-0.59310E+07,-0.24015E+07,-0.27779E+07,-0.55370E+07,-0.42401E+07,-0.17077E+08
8855.400000000,-0.26054E+06,-0.91247E+07,-0.39396E+07,-0.12322E+07,-0.72912E+06,-0.13578E+08,-0.62965E+07,-0.57513E+07,-0.23747E+07,-0.27727E+07,-0.55298E+07,-0.42470E+07,-0.17083E+08
8886.400000000,-0.23755E+06,-0.85246E+07,-0.37207E+07,-0.87676E+06,-0.58364E+06,-0.12654E+08,-0.58615E+07,-0.56218E+07,-0.23301E+07,-0.27663E+07,-0.55212E+07,-0.42477E+07,-0.17084E+08
8916.400000000,-0.22529E+06,-0.79448E+07,-0.28138E+07,74089.,-0.14675E+07,-0.13200E+08,-0.59957E+07,-0.93448E+07,-0.19970E+07,-0.28667E+07,-0.55171E+07,-0.42625E+07,-0.17048E+08
8947.400000000,-0.49681E+06,-0.88871E+07,-0.45121E+07,-0.11432E+07,-0.22615E+07,-0.14366E+08,-0.66280E+07,-0.11981E+08,-0.33441E+07,-0.31273E+07,-0.55287E+07,-0.42889E+07,-0.17059E+08
8977.400000000,-0.67929E+06,-0.97790E+07,-0.49957E+07,-0.54192E+07,-0.17115E+07,-0.14022E+08,-0.61576E+07,-0.13131E+08,-0.38317E+07,-0.32970E+07,-0.55448E+07,-0.43084E+07,-0.17048E+08
9008.400000000,-0.14640E+07,-0.11342E+08,-0.77671E+07,-0.10815E+08,-0.32826E+07,-0.16931E+08,-0.80386E+07,-0.15313E+08,-0.44236E+07,-0.34241E+07,-0.55678E+07,-0.42258E+07,-0.16996E+08
9039.400000000,-0.14451E+07,-0.12411E+08,-0.84396E+07,-0.11913E+08,-0.31775E+07,-0.18151E+08,-0.87790E+07,-0.15068E+08,-0.43424E+07,-0.33556E+07,-0.55885E+07,-0.41678E+07,-0.16973E+08
9069.400000000,-0.12368E+07,-0.12636E+08,-0.76998E+07,-0.99256E+07,-0.29159E+07,-0.18721E+08,-0.90538E+07,-0.13463E+08,-0.38450E+07,-0.29986E+07,-0.55880E+07,-0.41335E+07,-0.16962E+08
9100.400000000,-0.10098E+07,-0.12518E+08,-0.72442E+07,-0.76094E+07,-0.21940E+07,-0.17829E+08,-0.84930E+07,-0.10858E+08,-0.34458E+07,-0.28335E+07,-0.55796E+07,-0.41713E+07,-0.16943E+08
9130.400000000,-0.54219E+06,-0.11415E+08,-0.55854E+07,-0.29102E+07,-0.10812E+07,-0.16099E+08,-0.75773E+07,-0.68816E+07,-0.25923E+07,-0.27937E+07,-0.55715E+07,-0.41769E+07,-0.16992E+08
9161.400000000,-0.29476E+06,-0.10400E+08,-0.45161E+07,-0.22707E+07,-0.78667E+06,-0.15321E+08,-0.71347E+07,-0.62382E+07,-0.24018E+07,-0.27938E+07,-0.55639E+07,-0.42133E+07,-0.17031E+08
9192.400000000,-0.18627E+06,-0.94636E+07,-0.34045E+07,-0.18251E+06,-0.65016E+06,-0.14320E+08,-0.65952E+07,-0.59583E+07,-0.23414E+07,-0.27929E+07,-0.55560E+07,-0.42368E+07,-0.17053E+08
9220.400000000,-0.27532E+06,-0.90054E+07,-0.42223E+07,-0.14695E+07,-0.73431E+06,-0.13603E+08,-0.62782E+07,-0.57800E+07,-0.23612E+07,-0.27891E+07,-0.55484E+07,-0.42470E+07,-0.17062E+08
9251.400000000,-0.15223E+06,-0.82716E+07,-0.30972E+07,-0.10011E+06,-0.40953E+06,-0.12640E+08,-0.57449E+07,-0.56433E+07,-0.22839E+07,-0.27824E+07,-0.55394E+07,-0.42499E+07,-0.17066E+08
9281.400000000,0.41142E+06,-0.72767E+07,0.13526E+07,0.90931E+07,-0.80866E+06,-0.12212E+08,-0.53369E+07,-0.86375E+07,-0.23207E+07,-0.27909E+07,-0.55292E+07,-0.42824E+07,-0.17055E+08
9312.400000000,-0.51393E+06,-0.85097E+07,-0.32694E+07,-0.15150E+07,-0.15358E+07,-0.13061E+08,-0.57098E+07,-0.11903E+08,-0.36324E+07,-0.32540E+07,-0.55462E+07,-0.42999E+07,-0.17068E+08
9342.400000000,-0.12237E+07,-0.10031E+08,-0.71983E+07,-0.93912E+07,-0.19309E+07,-0.13980E+08,-0.62146E+07,-0.12926E+08,-0.41127E+07,-0.34130E+07,-0.55685E+07,-0.43088E+07,-0.17059E+08
9373.400000000,-0.16241E+07,-0.11527E+08,-0.85161E+07,-0.13369E+08,-0.32093E+07,-0.16299E+08,-0.76760E+07,-0.15183E+08,-0.45473E+07,-0.35416E+07,-0.55929E+07,-0.42285E+07,-0.17003E+08
9404.400000000,-0.16197E+07,-0.12688E+08,-0.87758E+07,-0.14195E+08,-0.35789E+07,-0.17868E+08,-0.86322E+07,-0.15427E+08,-0.45761E+07,-0.35382E+07,-0.56161E+07,-0.41584E+07,-0.16971E+08
9434.400000000,-0.14252E+07,-0.13081E+08,-0.77546E+07,-0.11464E+08,-0.33926E+07,-0.18757E+08,-0.91546E+07,-0.14457E+08,-0.41801E+07,-0.31602E+07,-0.56215E+07,-0.41524E+07,-0.16966E+08
9465.400000000,-0.10649E+07,-0.12826E+08,-0.76241E+07,-0.93069E+07,-0.24195E+07,-0.17956E+08,-0.85975E+07,-0.11436E+08,-0.35839E+07,-0.29635E+07,-0.56176E+07,-0.42068E+07,-0.17011E+08
9495.400000000,-0.56742E+06,-0.11665E+08,-0.56846E+07,-0.32751E+07,-0.12134E+07,-0.16210E+08,-0.76972E+07,-0.70384E+07,-0.26817E+07,-0.28729E+07,-0.56096E+07,-0.42065E+07,-0.17029E+08
9526.400000000,-0.36531E+06,-0.10667E+08,-0.46953E+07,-0.10787E+07,-0.91016E+06,-0.14968E+08,-0.71364E+07,-0.62839E+07,-0.24981E+07,-0.28592E+07,-0.56014E+07,-0.42336E+07,-0.17048E+08
9557.400000000,-0.25790E+06,-0.98023E+07,-0.40912E+07,-0.13635E+07,-0.72006E+06,-0.13997E+08,-0.66405E+07,-0.59587E+07,-0.24267E+07,-0.28518E+07,-0.55928E+07,-0.42508E+07,-0.17059E+08
9586.400000000,-0.18400E+06,-0.90249E+07,-0.32523E+07,0.16333E+06,-0.64480E+06,-0.13200E+08,-0.62365E+07,-0.57596E+07,-0.23765E+07,-0.28437E+07,-0.55842E+07,-0.42574E+07,-0.17064E+08
9617.400000000,0.17518E+06,-0.77427E+07,54253.,0.63094E+07,-0.32755E+06,-0.12217E+08,-0.56091E+07,-0.56587E+07,-0.22477E+07,-0.28364E+07,-0.55744E+07,-0.42583E+07,-0.17066E+08
9647.400000000,-7073.3,-0.77670E+07,-0.28775E+06,0.47651E+07,-0.69838E+06,-0.11409E+08,-0.47591E+07,-0.89841E+07,-0.29030E+07,-0.30298E+07,-0.55735E+07,-0.43060E+07,-0.17065E+08
9678.400000000,-0.81456E+06,-0.90818E+07,-0.53284E+07,-0.56361E+07,-0.17995E+07,-0.12302E+08,-0.49978E+07,-0.11798E+08,-0.37195E+07,-0.33135E+07,-0.55892E+07,-0.43055E+07,-0.17059E+08
9708.400000000,-0.15871E+07,-0.10915E+08,-0.83707E+07,-0.12153E+08,-0.30773E+07,-0.14648E+08,-0.65064E+07,-0.14073E+08,-0.43727E+07,-0.35099E+07,-0.56076E+07,-0.42678E+07,-0.17010E+08
9739.400000000,-0.15723E+07,-0.12027E+08,-0.77200E+07,-0.12357E+08,-0.34589E+07,-0.16691E+08,-0.77833E+07,-0.14871E+08,-0.45593E+07,-0.34700E+07,-0.56298E+07,-0.42069E+07,-0.16953E+08
9770.400000000,-0.15121E+07,-0.12984E+08,-0.79506E+07,-0.13297E+08,-0.33303E+07,-0.17577E+08,-0.82791E+07,-0.14842E+08,-0.45700E+07,-0.34791E+07,-0.56495E+07,-0.41408E+07,-0.16929E+08
9800.400000000,-0.11920E+07,-0.13241E+08,-0.75771E+07,-0.11619E+08,-0.31405E+07,-0.18252E+08,-0.86454E+07,-0.13266E+08,-0.39237E+07,-0.30386E+07,-0.56478E+07,-0.41272E+07,-0.16930E+08
9831.400000000,-0.75741E+06,-0.12612E+08,-0.68883E+07,-0.82437E+07,-0.23318E+07,-0.17474E+08,-0.81135E+07,-0.11099E+08,-0.33009E+07,-0.29954E+07,-0.56427E+07,-0.41764E+07,-0.16971E+08
9861.400000000,-0.41047E+06,-0.11472E+08,-0.52760E+07,-0.29840E+07,-0.11587E+07,-0.15823E+08,-0.72300E+07,-0.69057E+07,-0.26308E+07,-0.29020E+07,-0.56337E+07,-0.41996E+07,-0.17005E+08
9892.400000000,-0.29182E+06,-0.10502E+08,-0.44468E+07,-0.18586E+07,-0.78379E+06,-0.14577E+08,-0.66004E+07,-0.62202E+07,-0.24944E+07,-0.28875E+07,-0.56246E+07,-0.42320E+07,-0.17030E+08
9923.400000000,-0.30022E+06,-0.97122E+07,-0.40386E+07,-0.12192E+07,-0.84083E+06,-0.13946E+08,-0.64012E+07,-0.59291E+07,-0.24638E+07,-0.28797E+07,-0.56151E+07,-0.42506E+07,-0.17043E+08
9951.400000000,-0.19658E+06,-0.90533E+07,-0.37475E+07,-0.85536E+06,-0.66144E+06,-0.13000E+08,-0.59848E+07,-0.57000E+07,-0.23931E+07,-0.28716E+07,-0.56061E+07,-0.42577E+07,-0.17050E+08
9982.400000000,-0.24840E+06,-0.85222E+07,-0.36297E+07,-0.58121E+06,-0.61831E+06,-0.12184E+08,-0.56393E+07,-0.55866E+07,-0.24166E+07,-0.28659E+07,-0.55957E+07,-0.42577E+07,-0.17052E+08
10012.40000000,-0.75135E+06,-0.92064E+07,-0.42261E+07,-0.19043E+06,-0.17674E+07,-0.13346E+08,-0.60752E+07,-0.95367E+07,-0.33485E+07,-0.30951E+07,-0.56001E+07,-0.42767E+07,-0.17054E+08
10043.40000000,-0.93286E+06,-0.10269E+08,-0.56032E+07,-0.62713E+07,-0.22702E+07,-0.14187E+08,-0.64393E+07,-0.12240E+08,-0.37025E+07,-0.29186E+07,-0.55902E+07,-0.42350E+07,-0.16930E+08
10073.40000000,-0.12413E+07,-0.11179E+08,-0.63252E+07,-0.98310E+07,-0.29612E+07,-0.15590E+08,-0.71882E+07,-0.14424E+08,-0.37558E+07,-0.27520E+07,-0.55730E+07,-0.41644E+07,-0.16782E+08
10104.40000000,-0.13164E+07,-0.11429E+08,-0.54695E+07,-0.11129E+08,-0.32741E+07,-0.17111E+08,-0.80639E+07,-0.14421E+08,-0.34217E+07,-0.25082E+07,-0.55495E+07,-0.40506E+07,-0.16616E+08
10135.40000000,-0.12576E+07,-0.11904E+08,-0.56150E+07,-0.11356E+08,-0.34491E+07,-0.18103E+08,-0.85736E+07,-0.15079E+08,-0.34986E+07,-0.25266E+07,-0.55316E+07,-0.39930E+07,-0.16595E+08
10165.40000000,-0.99736E+06,-0.12291E+08,-0.66749E+07,-0.62392E+07,-0.31658E+07,-0.18816E+08,-0.88354E+07,-0.13329E+08,-0.32822E+07,-0.23661E+07,-0.55105E+07,-0.40476E+07,-0.16611E+08
