single point
97c268l1i 0.00565281 1.0 0.0
97c268l5i 0.00389538 1.0 0.0
94c269l1i 0.00883941 1.0 0.0
97c269l1i 0.01679566 1.0 0.0
94c269l5i 0.00623597 1.0 0.0
97c269l5i 0.0118489 1.0 0.0
94c270l1i 0.01815811 1.0 0.0
97c270l1i 0.00862551 1.0 0.0
94c270l5i 0.01199265 1.0 0.0
97c270l5i 0.00569677 1.0 0.0
94c271l1i 0.02723716 1.0 0.0
94c271l5i 0.01798897 1.0 0.0
94c272l1i 0.01049631 1.0 0.0
94c272l5i 0.00457907 1.0 0.0
94c273l1i 0.01507538 1.0 0.0
97c334l1i 0.00291971 1.0 0.0
97c334l5i 0.00185438 1.0 0.0
94c335l1i 0.0092197 1.0 0.0
97c335l1i 0.00583942 1.0 0.0
94c335l5i 0.00585568 1.0 0.0
97c335l5i 0.00370877 1.0 0.0
94c336l1i 0.0184394 1.0 0.0
97c336l1i 0.00875912 1.0 0.0
94c336l5i 0.01171136 1.0 0.0
97c336l5i 0.00556315 1.0 0.0
94c337l1i 0.0184394 1.0 0.0
97c337l1i 0.00291971 1.0 0.0
94c337l5i 0.01171136 1.0 0.0
97c337l5i 0.00185438 1.0 0.0
94c338l1i 0.01961121 1.0 0.0
97c338l1i 0.00310525 1.0 0.0
94c338l5i 0.01053955 1.0 0.0
97c338l5i 0.00166884 1.0 0.0
35c339l1i 0.45954738 1.0 0.0
94c339l1i 0.00692785 1.0 0.0
97c339l1i 0.00219392 1.0 0.0
35c339l5i 0.54045262 1.0 0.0
94c339l5i 0.00814753 1.0 0.0
97c339l5i 0.00258017 1.0 0.0
97c399l1i 0.00875912 1.0 0.0
97c399l5i 0.00556315 1.0 0.0
97c400l1i 0.01167883 1.0 0.0
97c400l5i 0.00741754 1.0 0.0
97c401l1i 0.00583942 1.0 0.0
97c401l5i 0.00370877 1.0 0.0
94c402l1i 0.00915936 1.0 0.0
97c402l1i 0.0058012 1.0 0.0
94c402l5i 0.00591601 1.0 0.0
97c402l5i 0.00374698 1.0 0.0
94c403l1i 0.00915936 1.0 0.0
97c403l1i 0.0058012 1.0 0.0
94c403l5i 0.00591601 1.0 0.0
97c403l5i 0.00374698 1.0 0.0
94c404l1i 0.0138557 1.0 0.0
97c404l1i 0.00219392 1.0 0.0
94c404l5i 0.01629505 1.0 0.0
97c404l5i 0.00258017 1.0 0.0
94c405l1i 0.0138557 1.0 0.0
95c405l1i 0.00263157 1.0 0.0
97c405l1i 0.00219392 1.0 0.0
94c405l5i 0.01629505 1.0 0.0
95c405l5i 0.00309487 1.0 0.0
97c405l5i 0.00258017 1.0 0.0
94c406l1i 0.0277114 1.0 0.0
95c406l1i 0.00263157 1.0 0.0
94c406l5i 0.03259011 1.0 0.0
95c406l5i 0.00309487 1.0 0.0
97c464l1i 0.01450301 1.0 0.0
97c464l5i 0.00936746 1.0 0.0
97c465l1i 0.01740361 1.0 0.0
97c465l5i 0.01124095 1.0 0.0
97c466l1i 0.0029006 1.0 0.0
97c466l5i 0.00187349 1.0 0.0
97c467l1i 0.0060499 1.0 0.0
97c467l5i 0.00349829 1.0 0.0
97c468l1i 0.00263073 1.0 0.0
97c468l4i 0.00258549 1.0 0.0
97c468l5i 0.00433196 1.0 0.0
97c469l1i 0.00240991 1.0 0.0
97c469l5i 0.00236418 1.0 0.0
94c470l1i 0.00760989 1.0 0.0
97c470l1i 0.00481982 1.0 0.0
94c470l5i 0.00746549 1.0 0.0
97c470l5i 0.00472836 1.0 0.0
94c471l1i 0.02890821 1.0 0.0
95c471l1i 0.00274522 1.0 0.0
97c471l1i 0.00457735 1.0 0.0
