   8.206011E-01    8.206011E-01    8.206011E-01    8.206011E-01    8.270716E-01    8.270716E-01    8.270716E-01    8.270716E-01    8.270716E-01    8.270716E-01    8.270716E-01    8.270716E-01    8.270716E-01    8.270716E-01    8.270716E-01    8.270716E-01    8.269817E-01    8.269817E-01    8.269817E-01    8.285914E-01    8.285914E-01    8.370105E-01    8.370105E-01    8.424918E-01    8.469755E-01    8.469755E-01    8.519284E-01    8.526959E-01    8.452854E-01    8.452854E-01    8.419333E-01    8.364089E-01    8.364089E-01    8.364089E-01    8.364089E-01    8.364089E-01    8.364089E-01    8.364089E-01    8.285469E-01    8.336828E-01    8.268994E-01    8.268994E-01    8.268994E-01    8.268994E-01    8.268994E-01    8.268994E-01    8.268994E-01    8.268994E-01    8.324132E-01    8.324132E-01    8.324132E-01    8.324132E-01    8.324132E-01    8.324132E-01    8.324132E-01    8.324132E-01    8.324132E-01    8.324132E-01    8.427878E-01    8.427878E-01    8.427878E-01    8.427878E-01    8.427622E-01    8.427622E-01    8.427622E-01
   8.206011E-01    8.206011E-01    8.206011E-01    8.206011E-01    8.206011E-01    8.270716E-01    8.270716E-01    8.270716E-01    8.270716E-01    8.270716E-01    8.270716E-01    8.270715E-01    8.270715E-01    8.270715E-01    8.270715E-01    8.270715E-01    8.269817E-01    8.269817E-01    8.269817E-01    8.285914E-01    8.285914E-01    8.370105E-01    8.370105E-01    8.424918E-01    8.469755E-01    8.469755E-01    8.519284E-01    8.452854E-01    8.452853E-01    8.452853E-01    8.419333E-01    8.364089E-01    8.364089E-01    8.364089E-01    8.364088E-01    8.364089E-01    8.364089E-01    8.285468E-01    8.285468E-01    8.336828E-01    8.268994E-01    8.268994E-01    8.268994E-01    8.268994E-01    8.268994E-01    8.268994E-01    8.268994E-01    8.268994E-01    8.324132E-01    8.324132E-01    8.324132E-01    8.324132E-01    8.324132E-01    8.324132E-01    8.324132E-01    8.324132E-01    8.324132E-01    8.427878E-01    8.427878E-01    8.427878E-01    8.427878E-01    8.427622E-01    8.427622E-01    8.427622E-01    8.427622E-01
   8.206011E-01    8.206011E-01    8.206011E-01    8.206011E-01    8.206011E-01    8.206011E-01    8.270716E-01    8.270716E-01    8.270715E-01    8.270715E-01    8.270714E-01    8.270713E-01    8.270713E-01    8.270712E-01    8.270713E-01    8.270713E-01    8.269815E-01    8.269816E-01    8.269817E-01    8.285913E-01    8.285914E-01    8.370104E-01    8.370105E-01    8.424918E-01    8.469755E-01    8.469755E-01    8.519284E-01    8.452853E-01    8.452853E-01    8.452853E-01    8.394697E-01    8.364087E-01    8.364086E-01    8.364086E-01    8.364086E-01    8.364086E-01    8.364086E-01    8.285466E-01    8.285467E-01    8.268993E-01    8.268993E-01    8.268994E-01    8.268994E-01    8.268994E-01    8.268994E-01    8.268994E-01    8.268994E-01    8.324132E-01    8.324132E-01    8.324132E-01    8.324132E-01    8.324132E-01    8.324132E-01    8.324132E-01    8.324132E-01    8.324132E-01    8.324132E-01    8.427878E-01    8.427878E-01    8.427878E-01    8.427622E-01    8.427622E-01    8.427622E-01    8.427622E-01    8.427622E-01
   8.206011E-01    8.206011E-01    8.206011E-01    8.206011E-01    8.206011E-01    8.206011E-01    8.206010E-01    8.270715E-01    8.270713E-01    8.270711E-01    8.270708E-01    8.270705E-01    8.270703E-01    8.270702E-01    8.270703E-01    8.270705E-01    8.269810E-01    8.269812E-01    8.269815E-01    8.285912E-01    8.285913E-01    8.370104E-01    8.370104E-01    8.424918E-01    8.469755E-01    8.469755E-01    8.519283E-01    8.452853E-01    8.452852E-01    8.452851E-01    8.394693E-01    8.364081E-01    8.364078E-01    8.364075E-01    8.364074E-01    8.364075E-01    8.285457E-01    8.285460E-01    8.285463E-01    8.268991E-01    8.268992E-01    8.268993E-01    8.268994E-01    8.268994E-01    8.268994E-01    8.268994E-01    8.268994E-01    8.324132E-01    8.324132E-01    8.324132E-01    8.324132E-01    8.324132E-01    8.324132E-01    8.324132E-01    8.324132E-01    8.324132E-01    8.427878E-01    8.427878E-01    8.427878E-01    8.427622E-01    8.427622E-01    8.427622E-01    8.427622E-01    8.427622E-01    8.428106E-01
   8.253616E-01    8.206011E-01    8.206011E-01    8.206011E-01    8.206011E-01    8.206010E-01    8.206009E-01    8.206006E-01    8.270706E-01    8.270698E-01    8.270687E-01    8.270675E-01    8.270665E-01    8.270661E-01    8.270666E-01    8.270676E-01    8.269790E-01    8.269801E-01    8.269808E-01    8.285909E-01    8.223527E-01    8.286673E-01    8.370103E-01    8.405262E-01    8.467954E-01    8.469754E-01    8.433782E-01    8.452852E-01    8.452849E-01    8.452844E-01    8.394681E-01    8.364060E-01    8.364047E-01    8.364037E-01    8.364033E-01    8.364037E-01    8.285427E-01    8.285439E-01    8.285451E-01    8.268984E-01    8.268989E-01    8.268992E-01    8.268993E-01    8.268994E-01    8.268994E-01    8.268994E-01    8.324132E-01    8.324132E-01    8.324132E-01    8.324132E-01    8.324132E-01    8.324132E-01    8.324132E-01    8.324132E-01    8.324132E-01    8.427878E-01    8.427878E-01    8.427878E-01    8.427622E-01    8.427622E-01    8.427622E-01    8.427622E-01    8.427622E-01    8.428106E-01    8.428106E-01
   8.253616E-01    8.253616E-01    8.206011E-01    8.206011E-01    8.206010E-01    8.206008E-01    8.206004E-01    8.205996E-01    8.205980E-01    8.270657E-01    8.270616E-01    8.270567E-01    8.270526E-01    8.270511E-01    8.270528E-01    8.270571E-01    8.269722E-01    8.269762E-01    8.269789E-01    8.285900E-01    8.223522E-01    8.286669E-01    8.286670E-01    8.405259E-01    8.467952E-01    8.433781E-01    8.409627E-01    8.409624E-01    8.452840E-01    8.452823E-01    8.394639E-01    8.363987E-01    8.363936E-01    8.363893E-01    8.363876E-01    8.363893E-01    8.285317E-01    8.285367E-01    8.268934E-01    8.268963E-01    8.268979E-01    8.268987E-01    8.268991E-01    8.268993E-01    8.268994E-01    8.268994E-01    8.324132E-01    8.324132E-01    8.324132E-01    8.324132E-01    8.324132E-01    8.324132E-01    8.324132E-01    8.324132E-01    8.427878E-01    8.427878E-01    8.427878E-01    8.427622E-01    8.427622E-01    8.427622E-01    8.427622E-01    8.427622E-01    8.428106E-01    8.428106E-01    8.428106E-01
   8.253616E-01    8.253616E-01    8.253616E-01    8.206010E-01    8.206008E-01    8.206004E-01    8.205993E-01    8.205969E-01    8.205918E-01    8.205823E-01    8.270374E-01    8.270182E-01    8.270011E-01    8.269943E-01    8.270019E-01    8.270196E-01    8.269492E-01    8.269642E-01    8.269732E-01    8.223488E-01    8.223506E-01    8.286657E-01    8.286659E-01    8.405250E-01    8.467945E-01    8.433776E-01    8.409622E-01    8.409615E-01    8.452815E-01    8.394608E-01    8.394508E-01    8.363739E-01    8.363538E-01    8.363361E-01    8.363289E-01    8.267911E-01    8.284927E-01    8.285123E-01    8.268803E-01    8.268900E-01    8.268951E-01    8.268976E-01    8.268986E-01    8.268991E-01    8.268993E-01    8.324132E-01    8.324132E-01    8.324132E-01    8.324132E-01    8.324132E-01    8.324132E-01    8.324132E-01    8.324132E-01    8.331287E-01    8.427878E-01    8.427878E-01    8.427622E-01    8.427622E-01    8.427622E-01    8.427622E-01    8.428106E-01    8.428106E-01    8.428106E-01    8.428106E-01    8.428106E-01
   8.253616E-01    8.253616E-01    8.253615E-01    8.253613E-01    8.206003E-01    8.205992E-01    8.205963E-01    8.205896E-01    8.205744E-01    8.205432E-01    8.204888E-01    8.268826E-01    8.268108E-01    8.267812E-01    8.268137E-01    8.268877E-01    8.268739E-01    8.269278E-01    8.269570E-01    8.223412E-01    8.223456E-01    8.286612E-01    8.286618E-01    8.405214E-01    8.467919E-01    8.433759E-01    8.409610E-01    8.409593E-01    8.452754E-01    8.394442E-01    8.394112E-01    8.362927E-01    8.362142E-01    8.361399E-01    8.361090E-01    8.265984E-01    8.283558E-01    8.284326E-01    8.268408E-01    8.268724E-01    8.268878E-01    8.268946E-01    8.268975E-01    8.268986E-01    8.268991E-01    8.324131E-01    8.324132E-01    8.324132E-01    8.324132E-01    8.324132E-01    8.324132E-01    8.324132E-01    8.331287E-01    8.427878E-01    8.427878E-01    8.427622E-01    8.427622E-01    8.427622E-01    8.427622E-01    8.428106E-01    8.428106E-01    8.428106E-01    8.428106E-01    8.382064E-01    8.382064E-01
   8.253616E-01    8.253615E-01    8.253613E-01    8.253608E-01    8.253596E-01    8.205962E-01    8.205890E-01    8.205713E-01    8.205286E-01    8.204323E-01    8.202439E-01    8.199537E-01    8.261132E-01    8.259800E-01    8.261232E-01    8.264352E-01    8.266390E-01    8.268248E-01    8.269138E-01    8.223196E-01    8.223289E-01    8.286450E-01    8.286462E-01    8.340137E-01    8.370402E-01    8.433699E-01    8.409574E-01    8.409547E-01    8.452615E-01    8.394027E-01    8.393003E-01    8.360395E-01    8.357355E-01    8.354216E-01    8.257515E-01    8.258941E-01    8.278878E-01    8.281837E-01    8.267285E-01    8.268262E-01    8.268695E-01    8.268874E-01    8.268946E-01    8.268975E-01    8.324125E-01    8.324129E-01    8.324131E-01    8.324132E-01    8.324132E-01    8.324132E-01    8.324132E-01    8.331287E-01    8.331287E-01    8.427878E-01    8.427622E-01    8.427622E-01    8.427622E-01    8.427622E-01    8.428106E-01    8.428106E-01    8.428106E-01    8.428106E-01    8.382064E-01    8.382064E-01    8.382064E-01
   8.253615E-01    8.253614E-01    8.253609E-01    8.253598E-01    8.253568E-01    8.253494E-01    8.205713E-01    8.205276E-01    8.204174E-01    8.201438E-01    8.195324E-01    8.184419E-01    8.171453E-01    8.229667E-01    8.236195E-01    8.249463E-01    8.259578E-01    8.265578E-01    8.268038E-01    8.222553E-01    8.222705E-01    8.285847E-01    8.285876E-01    8.339637E-01    8.370046E-01    8.433493E-01    8.409473E-01    8.409458E-01    8.452343E-01    8.393106E-01    8.390193E-01    8.353058E-01    8.341620E-01    8.267831E-01    8.226967E-01    8.233502E-01    8.263528E-01    8.258177E-01    8.264370E-01    8.267141E-01    8.268258E-01    8.268698E-01    8.268876E-01    8.268948E-01    8.324115E-01    8.324126E-01    8.324130E-01    8.324131E-01    8.324132E-01    8.324132E-01    8.331287E-01    8.331287E-01    8.427878E-01    8.427622E-01    8.427622E-01    8.427622E-01    8.428106E-01    8.428106E-01    8.428106E-01    8.428106E-01    8.382064E-01    8.382064E-01    8.382064E-01    8.382064E-01    8.382064E-01
