 KSTP      KPER              PERTIM         TOTIM          NCOL      NROW      ILAY      TEXT
 1         90                31.00000       2738.400       65        64        1         HEAD
 1         90                31.00000       2738.400       65        64        2         HEAD
 1         90                31.00000       2738.400       65        64        3         HEAD
 1         90                31.00000       2738.400       65        64        4         HEAD
 1         90                31.00000       2738.400       65        64        5         HEAD
 1         90                31.00000       2738.400       65        64        6         HEAD
 1         91                30.00000       2768.400       65        64        1         HEAD
 1         91                30.00000       2768.400       65        64        2         HEAD
 1         91                30.00000       2768.400       65        64        3         HEAD
 1         91                30.00000       2768.400       65        64        4         HEAD
 1         91                30.00000       2768.400       65        64        5         HEAD
 1         91                30.00000       2768.400       65        64        6         HEAD
 1         92                31.00000       2799.400       65        64        1         HEAD
 1         92                31.00000       2799.400       65        64        2         HEAD
 1         92                31.00000       2799.400       65        64        3         HEAD
 1         92                31.00000       2799.400       65        64        4         HEAD
 1         92                31.00000       2799.400       65        64        5         HEAD
 1         92                31.00000       2799.400       65        64        6         HEAD
 1         93                31.00000       2830.400       65        64        1         HEAD
 1         93                31.00000       2830.400       65        64        2         HEAD
 1         93                31.00000       2830.400       65        64        3         HEAD
 1         93                31.00000       2830.400       65        64        4         HEAD
 1         93                31.00000       2830.400       65        64        5         HEAD
 1         93                31.00000       2830.400       65        64        6         HEAD
 1         94                30.00000       2860.400       65        64        1         HEAD
 1         94                30.00000       2860.400       65        64        2         HEAD
 1         94                30.00000       2860.400       65        64        3         HEAD
 1         94                30.00000       2860.400       65        64        4         HEAD
 1         94                30.00000       2860.400       65        64        5         HEAD
 1         94                30.00000       2860.400       65        64        6         HEAD
 1         95                31.00000       2891.400       65        64        1         HEAD
 1         95                31.00000       2891.400       65        64        2         HEAD
 1         95                31.00000       2891.400       65        64        3         HEAD
 1         95                31.00000       2891.400       65        64        4         HEAD
 1         95                31.00000       2891.400       65        64        5         HEAD
 1         95                31.00000       2891.400       65        64        6         HEAD
 1         96                30.00000       2921.400       65        64        1         HEAD
 1         96                30.00000       2921.400       65        64        2         HEAD
 1         96                30.00000       2921.400       65        64        3         HEAD
 1         96                30.00000       2921.400       65        64        4         HEAD
 1         96                30.00000       2921.400       65        64        5         HEAD
 1         96                30.00000       2921.400       65        64        6         HEAD
 1         97                31.00000       2952.400       65        64        1         HEAD
 1         97                31.00000       2952.400       65        64        2         HEAD
 1         97                31.00000       2952.400       65        64        3         HEAD
 1         97                31.00000       2952.400       65        64        4         HEAD
 1         97                31.00000       2952.400       65        64        5         HEAD
 1         97                31.00000       2952.400       65        64        6         HEAD
 1         98                31.00000       2983.400       65        64        1         HEAD
 1         98                31.00000       2983.400       65        64        2         HEAD
 1         98                31.00000       2983.400       65        64        3         HEAD
 1         98                31.00000       2983.400       65        64        4         HEAD
 1         98                31.00000       2983.400       65        64        5         HEAD
 1         98                31.00000       2983.400       65        64        6         HEAD
 1         99                28.00000       3011.400       65        64        1         HEAD
 1         99                28.00000       3011.400       65        64        2         HEAD
 1         99                28.00000       3011.400       65        64        3         HEAD
 1         99                28.00000       3011.400       65        64        4         HEAD
 1         99                28.00000       3011.400       65        64        5         HEAD
 1         99                28.00000       3011.400       65        64        6         HEAD
 1         100               31.00000       3042.400       65        64        1         HEAD
 1         100               31.00000       3042.400       65        64        2         HEAD
 1         100               31.00000       3042.400       65        64        3         HEAD
 1         100               31.00000       3042.400       65        64        4         HEAD
 1         100               31.00000       3042.400       65        64        5         HEAD
 1         100               31.00000       3042.400       65        64        6         HEAD
 1         101               30.00000       3072.400       65        64        1         HEAD
 1         101               30.00000       3072.400       65        64        2         HEAD
 1         101               30.00000       3072.400       65        64        3         HEAD
 1         101               30.00000       3072.400       65        64        4         HEAD
 1         101               30.00000       3072.400       65        64        5         HEAD
 1         101               30.00000       3072.400       65        64        6         HEAD
 1         102               31.00000       3103.400       65        64        1         HEAD
 1         102               31.00000       3103.400       65        64        2         HEAD
 1         102               31.00000       3103.400       65        64        3         HEAD
 1         102               31.00000       3103.400       65        64        4         HEAD
 1         102               31.00000       3103.400       65        64        5         HEAD
 1         102               31.00000       3103.400       65        64        6         HEAD
 1         103               30.00000       3133.400       65        64        1         HEAD
 1         103               30.00000       3133.400       65        64        2         HEAD
 1         103               30.00000       3133.400       65        64        3         HEAD
 1         103               30.00000       3133.400       65        64        4         HEAD
 1         103               30.00000       3133.400       65        64        5         HEAD
 1         103               30.00000       3133.400       65        64        6         HEAD
 1         104               31.00000       3164.400       65        64        1         HEAD
 1         104               31.00000       3164.400       65        64        2         HEAD
 1         104               31.00000       3164.400       65        64        3         HEAD
 1         104               31.00000       3164.400       65        64        4         HEAD
 1         104               31.00000       3164.400       65        64        5         HEAD
 1         104               31.00000       3164.400       65        64        6         HEAD
 1         105               31.00000       3195.400       65        64        1         HEAD
 1         105               31.00000       3195.400       65        64        2         HEAD
 1         105               31.00000       3195.400       65        64        3         HEAD
 1         105               31.00000       3195.400       65        64        4         HEAD
 1         105               31.00000       3195.400       65        64        5         HEAD
 1         105               31.00000       3195.400       65        64        6         HEAD
 1         106               30.00000       3225.400       65        64        1         HEAD
 1         106               30.00000       3225.400       65        64        2         HEAD
 1         106               30.00000       3225.400       65        64        3         HEAD
 1         106               30.00000       3225.400       65        64        4         HEAD
 1         106               30.00000       3225.400       65        64        5         HEAD
 1         106               30.00000       3225.400       65        64        6         HEAD
 1         107               31.00000       3256.400       65        64        1         HEAD
 1         107               31.00000       3256.400       65        64        2         HEAD
 1         107               31.00000       3256.400       65        64        3         HEAD
 1         107               31.00000       3256.400       65        64        4         HEAD
 1         107               31.00000       3256.400       65        64        5         HEAD
 1         107               31.00000       3256.400       65        64        6         HEAD
 1         108               30.00000       3286.400       65        64        1         HEAD
 1         108               30.00000       3286.400       65        64        2         HEAD
 1         108               30.00000       3286.400       65        64        3         HEAD
 1         108               30.00000       3286.400       65        64        4         HEAD
 1         108               30.00000       3286.400       65        64        5         HEAD
 1         108               30.00000       3286.400       65        64        6         HEAD
 1         109               31.00000       3317.400       65        64        1         HEAD
 1         109               31.00000       3317.400       65        64        2         HEAD
 1         109               31.00000       3317.400       65        64        3         HEAD
 1         109               31.00000       3317.400       65        64        4         HEAD
 1         109               31.00000       3317.400       65        64        5         HEAD
 1         109               31.00000       3317.400       65        64        6         HEAD
 1         110               31.00000       3348.400       65        64        1         HEAD
 1         110               31.00000       3348.400       65        64        2         HEAD
 1         110               31.00000       3348.400       65        64        3         HEAD
 1         110               31.00000       3348.400       65        64        4         HEAD
 1         110               31.00000       3348.400       65        64        5         HEAD
 1         110               31.00000       3348.400       65        64        6         HEAD
 1         111               28.00000       3376.400       65        64        1         HEAD
 1         111               28.00000       3376.400       65        64        2         HEAD
 1         111               28.00000       3376.400       65        64        3         HEAD
 1         111               28.00000       3376.400       65        64        4         HEAD
 1         111               28.00000       3376.400       65        64        5         HEAD
 1         111               28.00000       3376.400       65        64        6         HEAD
 1         112               31.00000       3407.400       65        64        1         HEAD
 1         112               31.00000       3407.400       65        64        2         HEAD
 1         112               31.00000       3407.400       65        64        3         HEAD
 1         112               31.00000       3407.400       65        64        4         HEAD
 1         112               31.00000       3407.400       65        64        5         HEAD
 1         112               31.00000       3407.400       65        64        6         HEAD
 1         113               30.00000       3437.400       65        64        1         HEAD
 1         113               30.00000       3437.400       65        64        2         HEAD
 1         113               30.00000       3437.400       65        64        3         HEAD
 1         113               30.00000       3437.400       65        64        4         HEAD
 1         113               30.00000       3437.400       65        64        5         HEAD
 1         113               30.00000       3437.400       65        64        6         HEAD
 1         114               31.00000       3468.400       65        64        1         HEAD
 1         114               31.00000       3468.400       65        64        2         HEAD
 1         114               31.00000       3468.400       65        64        3         HEAD
 1         114               31.00000       3468.400       65        64        4         HEAD
 1         114               31.00000       3468.400       65        64        5         HEAD
 1         114               31.00000       3468.400       65        64        6         HEAD
 1         115               30.00000       3498.400       65        64        1         HEAD
 1         115               30.00000       3498.400       65        64        2         HEAD
 1         115               30.00000       3498.400       65        64        3         HEAD
 1         115               30.00000       3498.400       65        64        4         HEAD
 1         115               30.00000       3498.400       65        64        5         HEAD
 1         115               30.00000       3498.400       65        64        6         HEAD
 1         116               31.00000       3529.400       65        64        1         HEAD
 1         116               31.00000       3529.400       65        64        2         HEAD
 1         116               31.00000       3529.400       65        64        3         HEAD
 1         116               31.00000       3529.400       65        64        4         HEAD
 1         116               31.00000       3529.400       65        64        5         HEAD
 1         116               31.00000       3529.400       65        64        6         HEAD
 1         117               31.00000       3560.400       65        64        1         HEAD
 1         117               31.00000       3560.400       65        64        2         HEAD
 1         117               31.00000       3560.400       65        64        3         HEAD
 1         117               31.00000       3560.400       65        64        4         HEAD
 1         117               31.00000       3560.400       65        64        5         HEAD
 1         117               31.00000       3560.400       65        64        6         HEAD
 1         118               30.00000       3590.400       65        64        1         HEAD
 1         118               30.00000       3590.400       65        64        2         HEAD
 1         118               30.00000       3590.400       65        64        3         HEAD
 1         118               30.00000       3590.400       65        64        4         HEAD
 1         118               30.00000       3590.400       65        64        5         HEAD
 1         118               30.00000       3590.400       65        64        6         HEAD
 1         119               31.00000       3621.400       65        64        1         HEAD
 1         119               31.00000       3621.400       65        64        2         HEAD
 1         119               31.00000       3621.400       65        64        3         HEAD
 1         119               31.00000       3621.400       65        64        4         HEAD
 1         119               31.00000       3621.400       65        64        5         HEAD
 1         119               31.00000       3621.400       65        64        6         HEAD
 1         120               30.00000       3651.400       65        64        1         HEAD
 1         120               30.00000       3651.400       65        64        2         HEAD
 1         120               30.00000       3651.400       65        64        3         HEAD
 1         120               30.00000       3651.400       65        64        4         HEAD
 1         120               30.00000       3651.400       65        64        5         HEAD
 1         120               30.00000       3651.400       65        64        6         HEAD
 1         121               31.00000       3682.400       65        64        1         HEAD
 1         121               31.00000       3682.400       65        64        2         HEAD
 1         121               31.00000       3682.400       65        64        3         HEAD
 1         121               31.00000       3682.400       65        64        4         HEAD
 1         121               31.00000       3682.400       65        64        5         HEAD
 1         121               31.00000       3682.400       65        64        6         HEAD
 1         122               31.00000       3713.400       65        64        1         HEAD
 1         122               31.00000       3713.400       65        64        2         HEAD
 1         122               31.00000       3713.400       65        64        3         HEAD
 1         122               31.00000       3713.400       65        64        4         HEAD
 1         122               31.00000       3713.400       65        64        5         HEAD
 1         122               31.00000       3713.400       65        64        6         HEAD
 1         123               29.00000       3742.400       65        64        1         HEAD
 1         123               29.00000       3742.400       65        64        2         HEAD
 1         123               29.00000       3742.400       65        64        3         HEAD
 1         123               29.00000       3742.400       65        64        4         HEAD
 1         123               29.00000       3742.400       65        64        5         HEAD
 1         123               29.00000       3742.400       65        64        6         HEAD
 1         124               31.00000       3773.400       65        64        1         HEAD
 1         124               31.00000       3773.400       65        64        2         HEAD
 1         124               31.00000       3773.400       65        64        3         HEAD
 1         124               31.00000       3773.400       65        64        4         HEAD
 1         124               31.00000       3773.400       65        64        5         HEAD
 1         124               31.00000       3773.400       65        64        6         HEAD
 1         125               30.00000       3803.400       65        64        1         HEAD
 1         125               30.00000       3803.400       65        64        2         HEAD
 1         125               30.00000       3803.400       65        64        3         HEAD
 1         125               30.00000       3803.400       65        64        4         HEAD
 1         125               30.00000       3803.400       65        64        5         HEAD
 1         125               30.00000       3803.400       65        64        6         HEAD
 1         126               31.00000       3834.400       65        64        1         HEAD
 1         126               31.00000       3834.400       65        64        2         HEAD
 1         126               31.00000       3834.400       65        64        3         HEAD
 1         126               31.00000       3834.400       65        64        4         HEAD
 1         126               31.00000       3834.400       65        64        5         HEAD
 1         126               31.00000       3834.400       65        64        6         HEAD
 1         127               30.00000       3864.400       65        64        1         HEAD
 1         127               30.00000       3864.400       65        64        2         HEAD
 1         127               30.00000       3864.400       65        64        3         HEAD
 1         127               30.00000       3864.400       65        64        4         HEAD
 1         127               30.00000       3864.400       65        64        5         HEAD
 1         127               30.00000       3864.400       65        64        6         HEAD
 1         128               31.00000       3895.400       65        64        1         HEAD
 1         128               31.00000       3895.400       65        64        2         HEAD
 1         128               31.00000       3895.400       65        64        3         HEAD
 1         128               31.00000       3895.400       65        64        4         HEAD
 1         128               31.00000       3895.400       65        64        5         HEAD
 1         128               31.00000       3895.400       65        64        6         HEAD
 1         129               31.00000       3926.400       65        64        1         HEAD
 1         129               31.00000       3926.400       65        64        2         HEAD
 1         129               31.00000       3926.400       65        64        3         HEAD
 1         129               31.00000       3926.400       65        64        4         HEAD
 1         129               31.00000       3926.400       65        64        5         HEAD
 1         129               31.00000       3926.400       65        64        6         HEAD
 1         130               30.00000       3956.400       65        64        1         HEAD
 1         130               30.00000       3956.400       65        64        2         HEAD
 1         130               30.00000       3956.400       65        64        3         HEAD
 1         130               30.00000       3956.400       65        64        4         HEAD
 1         130               30.00000       3956.400       65        64        5         HEAD
 1         130               30.00000       3956.400       65        64        6         HEAD
 1         131               31.00000       3987.400       65        64        1         HEAD
 1         131               31.00000       3987.400       65        64        2         HEAD
 1         131               31.00000       3987.400       65        64        3         HEAD
 1         131               31.00000       3987.400       65        64        4         HEAD
 1         131               31.00000       3987.400       65        64        5         HEAD
 1         131               31.00000       3987.400       65        64        6         HEAD
 1         132               30.00000       4017.400       65        64        1         HEAD
 1         132               30.00000       4017.400       65        64        2         HEAD
 1         132               30.00000       4017.400       65        64        3         HEAD
 1         132               30.00000       4017.400       65        64        4         HEAD
 1         132               30.00000       4017.400       65        64        5         HEAD
 1         132               30.00000       4017.400       65        64        6         HEAD
 1         133               31.00000       4048.400       65        64        1         HEAD
 1         133               31.00000       4048.400       65        64        2         HEAD
 1         133               31.00000       4048.400       65        64        3         HEAD
 1         133               31.00000       4048.400       65        64        4         HEAD
 1         133               31.00000       4048.400       65        64        5         HEAD
 1         133               31.00000       4048.400       65        64        6         HEAD
 1         134               31.00000       4079.400       65        64        1         HEAD
 1         134               31.00000       4079.400       65        64        2         HEAD
 1         134               31.00000       4079.400       65        64        3         HEAD
 1         134               31.00000       4079.400       65        64        4         HEAD
 1         134               31.00000       4079.400       65        64        5         HEAD
 1         134               31.00000       4079.400       65        64        6         HEAD
 1         135               28.00000       4107.400       65        64        1         HEAD
 1         135               28.00000       4107.400       65        64        2         HEAD
 1         135               28.00000       4107.400       65        64        3         HEAD
 1         135               28.00000       4107.400       65        64        4         HEAD
 1         135               28.00000       4107.400       65        64        5         HEAD
 1         135               28.00000       4107.400       65        64        6         HEAD
 1         136               31.00000       4138.400       65        64        1         HEAD
 1         136               31.00000       4138.400       65        64        2         HEAD
 1         136               31.00000       4138.400       65        64        3         HEAD
 1         136               31.00000       4138.400       65        64        4         HEAD
 1         136               31.00000       4138.400       65        64        5         HEAD
 1         136               31.00000       4138.400       65        64        6         HEAD
 1         137               30.00000       4168.400       65        64        1         HEAD
 1         137               30.00000       4168.400       65        64        2         HEAD
 1         137               30.00000       4168.400       65        64        3         HEAD
 1         137               30.00000       4168.400       65        64        4         HEAD
 1         137               30.00000       4168.400       65        64        5         HEAD
 1         137               30.00000       4168.400       65        64        6         HEAD
 1         138               31.00000       4199.400       65        64        1         HEAD
 1         138               31.00000       4199.400       65        64        2         HEAD
 1         138               31.00000       4199.400       65        64        3         HEAD
 1         138               31.00000       4199.400       65        64        4         HEAD
 1         138               31.00000       4199.400       65        64        5         HEAD
 1         138               31.00000       4199.400       65        64        6         HEAD
 1         139               30.00000       4229.400       65        64        1         HEAD
 1         139               30.00000       4229.400       65        64        2         HEAD
 1         139               30.00000       4229.400       65        64        3         HEAD
 1         139               30.00000       4229.400       65        64        4         HEAD
 1         139               30.00000       4229.400       65        64        5         HEAD
 1         139               30.00000       4229.400       65        64        6         HEAD
 1         140               31.00000       4260.400       65        64        1         HEAD
 1         140               31.00000       4260.400       65        64        2         HEAD
 1         140               31.00000       4260.400       65        64        3         HEAD
 1         140               31.00000       4260.400       65        64        4         HEAD
 1         140               31.00000       4260.400       65        64        5         HEAD
 1         140               31.00000       4260.400       65        64        6         HEAD
 1         141               31.00000       4291.400       65        64        1         HEAD
 1         141               31.00000       4291.400       65        64        2         HEAD
 1         141               31.00000       4291.400       65        64        3         HEAD
 1         141               31.00000       4291.400       65        64        4         HEAD
 1         141               31.00000       4291.400       65        64        5         HEAD
 1         141               31.00000       4291.400       65        64        6         HEAD
 1         142               30.00000       4321.400       65        64        1         HEAD
 1         142               30.00000       4321.400       65        64        2         HEAD
 1         142               30.00000       4321.400       65        64        3         HEAD
 1         142               30.00000       4321.400       65        64        4         HEAD
 1         142               30.00000       4321.400       65        64        5         HEAD
 1         142               30.00000       4321.400       65        64        6         HEAD
 1         143               31.00000       4352.400       65        64        1         HEAD
 1         143               31.00000       4352.400       65        64        2         HEAD
 1         143               31.00000       4352.400       65        64        3         HEAD
 1         143               31.00000       4352.400       65        64        4         HEAD
 1         143               31.00000       4352.400       65        64        5         HEAD
 1         143               31.00000       4352.400       65        64        6         HEAD
 1         144               30.00000       4382.400       65        64        1         HEAD
 1         144               30.00000       4382.400       65        64        2         HEAD
 1         144               30.00000       4382.400       65        64        3         HEAD
 1         144               30.00000       4382.400       65        64        4         HEAD
 1         144               30.00000       4382.400       65        64        5         HEAD
 1         144               30.00000       4382.400       65        64        6         HEAD
 1         145               31.00000       4413.400       65        64        1         HEAD
 1         145               31.00000       4413.400       65        64        2         HEAD
 1         145               31.00000       4413.400       65        64        3         HEAD
 1         145               31.00000       4413.400       65        64        4         HEAD
 1         145               31.00000       4413.400       65        64        5         HEAD
 1         145               31.00000       4413.400       65        64        6         HEAD
 1         146               31.00000       4444.400       65        64        1         HEAD
 1         146               31.00000       4444.400       65        64        2         HEAD
 1         146               31.00000       4444.400       65        64        3         HEAD
 1         146               31.00000       4444.400       65        64        4         HEAD
 1         146               31.00000       4444.400       65        64        5         HEAD
 1         146               31.00000       4444.400       65        64        6         HEAD
 1         147               28.00000       4472.400       65        64        1         HEAD
 1         147               28.00000       4472.400       65        64        2         HEAD
 1         147               28.00000       4472.400       65        64        3         HEAD
 1         147               28.00000       4472.400       65        64        4         HEAD
 1         147               28.00000       4472.400       65        64        5         HEAD
 1         147               28.00000       4472.400       65        64        6         HEAD
 1         148               31.00000       4503.400       65        64        1         HEAD
 1         148               31.00000       4503.400       65        64        2         HEAD
 1         148               31.00000       4503.400       65        64        3         HEAD
 1         148               31.00000       4503.400       65        64        4         HEAD
 1         148               31.00000       4503.400       65        64        5         HEAD
 1         148               31.00000       4503.400       65        64        6         HEAD
 1         149               30.00000       4533.400       65        64        1         HEAD
 1         149               30.00000       4533.400       65        64        2         HEAD
 1         149               30.00000       4533.400       65        64        3         HEAD
 1         149               30.00000       4533.400       65        64        4         HEAD
 1         149               30.00000       4533.400       65        64        5         HEAD
 1         149               30.00000       4533.400       65        64        6         HEAD
 1         150               31.00000       4564.400       65        64        1         HEAD
 1         150               31.00000       4564.400       65        64        2         HEAD
 1         150               31.00000       4564.400       65        64        3         HEAD
 1         150               31.00000       4564.400       65        64        4         HEAD
 1         150               31.00000       4564.400       65        64        5         HEAD
 1         150               31.00000       4564.400       65        64        6         HEAD
 1         151               30.00000       4594.400       65        64        1         HEAD
 1         151               30.00000       4594.400       65        64        2         HEAD
 1         151               30.00000       4594.400       65        64        3         HEAD
 1         151               30.00000       4594.400       65        64        4         HEAD
 1         151               30.00000       4594.400       65        64        5         HEAD
 1         151               30.00000       4594.400       65        64        6         HEAD
 1         152               31.00000       4625.400       65        64        1         HEAD
 1         152               31.00000       4625.400       65        64        2         HEAD
 1         152               31.00000       4625.400       65        64        3         HEAD
 1         152               31.00000       4625.400       65        64        4         HEAD
 1         152               31.00000       4625.400       65        64        5         HEAD
 1         152               31.00000       4625.400       65        64        6         HEAD
 1         153               31.00000       4656.400       65        64        1         HEAD
 1         153               31.00000       4656.400       65        64        2         HEAD
 1         153               31.00000       4656.400       65        64        3         HEAD
 1         153               31.00000       4656.400       65        64        4         HEAD
 1         153               31.00000       4656.400       65        64        5         HEAD
 1         153               31.00000       4656.400       65        64        6         HEAD
 1         154               30.00000       4686.400       65        64        1         HEAD
 1         154               30.00000       4686.400       65        64        2         HEAD
 1         154               30.00000       4686.400       65        64        3         HEAD
 1         154               30.00000       4686.400       65        64        4         HEAD
 1         154               30.00000       4686.400       65        64        5         HEAD
 1         154               30.00000       4686.400       65        64        6         HEAD
 1         155               31.00000       4717.400       65        64        1         HEAD
 1         155               31.00000       4717.400       65        64        2         HEAD
 1         155               31.00000       4717.400       65        64        3         HEAD
 1         155               31.00000       4717.400       65        64        4         HEAD
 1         155               31.00000       4717.400       65        64        5         HEAD
 1         155               31.00000       4717.400       65        64        6         HEAD
 1         156               30.00000       4747.400       65        64        1         HEAD
 1         156               30.00000       4747.400       65        64        2         HEAD
 1         156               30.00000       4747.400       65        64        3         HEAD
 1         156               30.00000       4747.400       65        64        4         HEAD
 1         156               30.00000       4747.400       65        64        5         HEAD
 1         156               30.00000       4747.400       65        64        6         HEAD
 1         157               31.00000       4778.400       65        64        1         HEAD
 1         157               31.00000       4778.400       65        64        2         HEAD
 1         157               31.00000       4778.400       65        64        3         HEAD
 1         157               31.00000       4778.400       65        64        4         HEAD
 1         157               31.00000       4778.400       65        64        5         HEAD
 1         157               31.00000       4778.400       65        64        6         HEAD
 1         158               31.00000       4809.400       65        64        1         HEAD
 1         158               31.00000       4809.400       65        64        2         HEAD
 1         158               31.00000       4809.400       65        64        3         HEAD
 1         158               31.00000       4809.400       65        64        4         HEAD
 1         158               31.00000       4809.400       65        64        5         HEAD
 1         158               31.00000       4809.400       65        64        6         HEAD
 1         159               28.00000       4837.400       65        64        1         HEAD
 1         159               28.00000       4837.400       65        64        2         HEAD
 1         159               28.00000       4837.400       65        64        3         HEAD
 1         159               28.00000       4837.400       65        64        4         HEAD
 1         159               28.00000       4837.400       65        64        5         HEAD
 1         159               28.00000       4837.400       65        64        6         HEAD
 1         160               31.00000       4868.400       65        64        1         HEAD
 1         160               31.00000       4868.400       65        64        2         HEAD
 1         160               31.00000       4868.400       65        64        3         HEAD
 1         160               31.00000       4868.400       65        64        4         HEAD
 1         160               31.00000       4868.400       65        64        5         HEAD
 1         160               31.00000       4868.400       65        64        6         HEAD
 1         161               30.00000       4898.400       65        64        1         HEAD
 1         161               30.00000       4898.400       65        64        2         HEAD
 1         161               30.00000       4898.400       65        64        3         HEAD
 1         161               30.00000       4898.400       65        64        4         HEAD
 1         161               30.00000       4898.400       65        64        5         HEAD
 1         161               30.00000       4898.400       65        64        6         HEAD
 1         162               31.00000       4929.400       65        64        1         HEAD
 1         162               31.00000       4929.400       65        64        2         HEAD
 1         162               31.00000       4929.400       65        64        3         HEAD
 1         162               31.00000       4929.400       65        64        4         HEAD
 1         162               31.00000       4929.400       65        64        5         HEAD
 1         162               31.00000       4929.400       65        64        6         HEAD
 1         163               30.00000       4959.400       65        64        1         HEAD
 1         163               30.00000       4959.400       65        64        2         HEAD
 1         163               30.00000       4959.400       65        64        3         HEAD
 1         163               30.00000       4959.400       65        64        4         HEAD
 1         163               30.00000       4959.400       65        64        5         HEAD
 1         163               30.00000       4959.400       65        64        6         HEAD
 1         164               31.00000       4990.400       65        64        1         HEAD
 1         164               31.00000       4990.400       65        64        2         HEAD
 1         164               31.00000       4990.400       65        64        3         HEAD
 1         164               31.00000       4990.400       65        64        4         HEAD
 1         164               31.00000       4990.400       65        64        5         HEAD
 1         164               31.00000       4990.400       65        64        6         HEAD
 1         165               31.00000       5021.400       65        64        1         HEAD
 1         165               31.00000       5021.400       65        64        2         HEAD
 1         165               31.00000       5021.400       65        64        3         HEAD
 1         165               31.00000       5021.400       65        64        4         HEAD
 1         165               31.00000       5021.400       65        64        5         HEAD
 1         165               31.00000       5021.400       65        64        6         HEAD
 1         166               30.00000       5051.400       65        64        1         HEAD
 1         166               30.00000       5051.400       65        64        2         HEAD
 1         166               30.00000       5051.400       65        64        3         HEAD
 1         166               30.00000       5051.400       65        64        4         HEAD
 1         166               30.00000       5051.400       65        64        5         HEAD
 1         166               30.00000       5051.400       65        64        6         HEAD
 1         167               31.00000       5082.400       65        64        1         HEAD
 1         167               31.00000       5082.400       65        64        2         HEAD
 1         167               31.00000       5082.400       65        64        3         HEAD
 1         167               31.00000       5082.400       65        64        4         HEAD
 1         167               31.00000       5082.400       65        64        5         HEAD
 1         167               31.00000       5082.400       65        64        6         HEAD
 1         168               30.00000       5112.400       65        64        1         HEAD
 1         168               30.00000       5112.400       65        64        2         HEAD
 1         168               30.00000       5112.400       65        64        3         HEAD
 1         168               30.00000       5112.400       65        64        4         HEAD
 1         168               30.00000       5112.400       65        64        5         HEAD
 1         168               30.00000       5112.400       65        64        6         HEAD
 1         169               31.00000       5143.400       65        64        1         HEAD
 1         169               31.00000       5143.400       65        64        2         HEAD
 1         169               31.00000       5143.400       65        64        3         HEAD
 1         169               31.00000       5143.400       65        64        4         HEAD
 1         169               31.00000       5143.400       65        64        5         HEAD
