time,DRN01,DRN02,DRN03,DRN04,DRN05,DRN06,DRN07,DRN08,DRN09,DRN10,DRN11,DRN12,DRN13,DRN14,DRN15,DRN16,DRN17,DRN18
1703.000000000,-89067.,-0.89319E+06,-0.17666E+06,-0.13450E+07,-0.67574E+07,-0.61757E+06,-0.34190E+07,-0.28798E+07,-0.21823E+08,-3618.1,-0.79355E+07,-0.55432E+07,-0.11246E+08,-0.67838E+07,-0.18778E+07,-0.55399E+07,-0.74746E+07,-0.18470E+07
1733.000000000,-89834.,-0.90335E+06,-0.17896E+06,-0.13577E+07,-0.68412E+07,-0.62372E+06,-0.34385E+07,-0.28866E+07,-0.21085E+08,0.0000,-0.77512E+07,-0.48998E+07,-0.11421E+08,-0.68472E+07,-0.18717E+07,-0.48855E+07,-0.72505E+07,-0.19008E+07
1764.000000000,-91377.,-0.90436E+06,-0.17753E+06,-0.13296E+07,-0.67347E+07,-0.61697E+06,-0.33082E+07,-0.27464E+07,-0.19310E+08,0.0000,-0.70749E+07,-0.41588E+07,-0.11179E+08,-0.67028E+07,-0.18138E+07,-0.40245E+07,-0.65039E+07,-0.18872E+07
1794.000000000,-88600.,-0.86371E+06,-0.16827E+06,-0.12685E+07,-0.62956E+07,-0.60150E+06,-0.28885E+07,-0.24947E+07,-0.16641E+08,-133.62,-0.58284E+07,-0.26640E+07,-0.10316E+08,-0.57004E+07,-0.17362E+07,-0.21757E+07,-0.50557E+07,-0.17690E+07
1825.000000000,-85880.,-0.83291E+06,-0.16003E+06,-0.12103E+07,-0.59153E+07,-0.58685E+06,-0.25880E+07,-0.23114E+07,-0.15222E+08,-4627.4,-0.51566E+07,-0.20396E+07,-0.98457E+07,-0.48951E+07,-0.16639E+07,-0.14591E+07,-0.42125E+07,-0.16574E+07
1856.000000000,-83260.,-0.80485E+06,-0.15262E+06,-0.11558E+07,-0.55912E+07,-0.57330E+06,-0.23537E+07,-0.21644E+07,-0.14366E+08,-7726.0,-0.47574E+07,-0.17353E+07,-0.90943E+07,-0.42901E+07,-0.15967E+07,-0.11800E+07,-0.36984E+07,-0.15541E+07
1884.000000000,-80868.,-0.78065E+06,-0.14632E+06,-0.11091E+07,-0.53356E+07,-0.56170E+06,-0.21784E+07,-0.20640E+07,-0.13818E+08,-9564.5,-0.44954E+07,-0.15693E+07,-0.84586E+07,-0.38623E+07,-0.15410E+07,-0.10601E+07,-0.33793E+07,-0.14695E+07
1915.000000000,-78275.,-0.75516E+06,-0.13994E+06,-0.10598E+07,-0.50885E+07,-0.54959E+06,-0.20324E+07,-0.19841E+07,-0.13375E+08,-10689.,-0.42704E+07,-0.14575E+07,-0.81616E+07,-0.34797E+07,-0.14825E+07,-0.98792E+06,-0.31424E+07,-0.13835E+07
1945.000000000,-81090.,-0.76535E+06,-0.14149E+06,-0.10632E+07,-0.51506E+07,-0.55801E+06,-0.21917E+07,-0.20528E+07,-0.15241E+08,-11304.,-0.48196E+07,-0.22953E+07,-0.82429E+07,-0.37025E+07,-0.14482E+07,-0.14985E+07,-0.39012E+07,-0.13360E+07
1976.000000000,-86594.,-0.80797E+06,-0.15228E+06,-0.11487E+07,-0.56259E+07,-0.57941E+06,-0.24880E+07,-0.23888E+07,-0.18164E+08,-14645.,-0.59299E+07,-0.43028E+07,-0.90565E+07,-0.45889E+07,-0.15542E+07,-0.29079E+07,-0.51475E+07,-0.14568E+07
