time,DRN01,DRN02,DRN03,DRN04,DRN05,DRN06,DRN07,DRN08,DRN09,DRN10,DRN11,DRN12,DRN13,DRN14,DRN15,DRN16,DRN17,DRN18
2555.000000000,-88783.,-0.82910E+06,-0.16073E+06,-0.11649E+07,-0.61368E+07,-0.58855E+06,-0.24130E+07,-0.22555E+07,-0.14781E+08,-6058.7,-0.48867E+07,-0.18966E+07,-0.93810E+07,-0.48492E+07,-0.19280E+07,-0.13871E+07,-0.42097E+07,-0.17914E+07
2586.000000000,-86195.,-0.80085E+06,-0.15323E+06,-0.11133E+07,-0.58041E+07,-0.57462E+06,-0.21939E+07,-0.21172E+07,-0.14068E+08,-8231.0,-0.45370E+07,-0.16280E+07,-0.86866E+07,-0.42629E+07,-0.18498E+07,-0.11429E+07,-0.36760E+07,-0.16810E+07
2614.000000000,-83852.,-0.77657E+06,-0.14692E+06,-0.10690E+07,-0.55415E+07,-0.56276E+06,-0.20360E+07,-0.20320E+07,-0.13600E+08,-9396.7,-0.42951E+07,-0.14876E+07,-0.81179E+07,-0.38379E+07,-0.17839E+07,-0.10390E+07,-0.33484E+07,-0.15879E+07
2645.000000000,-81237.,-0.75125E+06,-0.14115E+06,-0.10304E+07,-0.52889E+07,-0.55035E+06,-0.19043E+07,-0.19645E+07,-0.13246E+08,-9980.9,-0.41238E+07,-0.13961E+07,-0.76448E+07,-0.35434E+07,-0.17148E+07,-0.10433E+07,-0.31074E+07,-0.14929E+07
2675.000000000,-82774.,-0.76539E+06,-0.14745E+06,-0.10899E+07,-0.55638E+07,-0.56050E+06,-0.20975E+07,-0.21634E+07,-0.15877E+08,-10907.,-0.49191E+07,-0.26785E+07,-0.81296E+07,-0.40969E+07,-0.17520E+07,-0.20013E+07,-0.41446E+07,-0.15460E+07
2706.000000000,-86400.,-0.81399E+06,-0.15759E+06,-0.11736E+07,-0.60223E+07,-0.58495E+06,-0.25507E+07,-0.24307E+07,-0.18811E+08,0.0000,-0.61125E+07,-0.41329E+07,-0.89780E+07,-0.50231E+07,-0.17567E+07,-0.34010E+07,-0.53973E+07,-0.16318E+07
2736.000000000,-89186.,-0.85244E+06,-0.16527E+06,-0.12294E+07,-0.63567E+07,-0.59663E+06,-0.30024E+07,-0.25295E+07,-0.20182E+08,0.0000,-0.70511E+07,-0.43699E+07,-0.99425E+07,-0.56899E+07,-0.17715E+07,-0.45502E+07,-0.66804E+07,-0.17274E+07
2767.000000000,-90464.,-0.84827E+06,-0.16708E+06,-0.12825E+07,-0.63641E+07,-0.59557E+06,-0.31344E+07,-0.24898E+07,-0.18911E+08,0.0000,-0.69370E+07,-0.36382E+07,-0.10818E+08,-0.61627E+07,-0.17581E+07,-0.50884E+07,-0.72332E+07,-0.17865E+07
2798.000000000,-92454.,-0.86643E+06,-0.17229E+06,-0.13263E+07,-0.64666E+07,-0.60222E+06,-0.32965E+07,-0.25721E+07,-0.19351E+08,0.0000,-0.73745E+07,-0.40115E+07,-0.11515E+08,-0.67451E+07,-0.17472E+07,-0.55399E+07,-0.77825E+07,-0.18341E+07
2828.000000000,-93225.,-0.84995E+06,-0.17609E+06,-0.13375E+07,-0.65885E+07,-0.61639E+06,-0.29081E+07,-0.26733E+07,-0.18477E+08,0.0000,-0.65291E+07,-0.45187E+07,-0.11830E+08,-0.67042E+07,-0.16745E+07,-0.47751E+07,-0.75175E+07,-0.18414E+07
2859.000000000,-91558.,-0.81381E+06,-0.16760E+06,-0.12833E+07,-0.62710E+07,-0.60330E+06,-0.25171E+07,-0.24365E+07,-0.15534E+08,0.0000,-0.51373E+07,-0.28928E+07,-0.11062E+08,-0.58591E+07,-0.15919E+07,-0.27282E+07,-0.64149E+07,-0.17387E+07
2889.000000000,-88745.,-0.78454E+06,-0.15968E+06,-0.12213E+07,-0.58678E+07,-0.58774E+06,-0.22534E+07,-0.22486E+07,-0.13983E+08,0.0000,-0.45694E+07,-0.20383E+07,-0.10187E+08,-0.50187E+07,-0.15220E+07,-0.16448E+07,-0.50150E+07,-0.16238E+07
2920.000000000,-85985.,-0.75802E+06,-0.15228E+06,-0.11627E+07,-0.55262E+07,-0.57307E+06,-0.20443E+07,-0.21031E+07,-0.13155E+08,0.0000,-0.42129E+07,-0.16428E+07,-0.93266E+07,-0.43715E+07,-0.14581E+07,-0.12369E+07,-0.41851E+07,-0.15210E+07
2951.000000000,-83298.,-0.73326E+06,-0.14542E+06,-0.11080E+07,-0.52400E+07,-0.55947E+06,-0.18778E+07,-0.20097E+07,-0.12613E+08,0.0000,-0.39530E+07,-0.14500E+07,-0.86424E+07,-0.38887E+07,-0.13995E+07,-0.10712E+07,-0.36716E+07,-0.14286E+07
2979.000000000,-80748.,-0.71187E+06,-0.13962E+06,-0.10611E+07,-0.50167E+07,-0.54786E+06,-0.17685E+07,-0.19371E+07,-0.12268E+08,0.0000,-0.37658E+07,-0.13469E+07,-0.82594E+07,-0.35282E+07,-0.13513E+07,-0.99566E+06,-0.33578E+07,-0.13511E+07
3010.000000000,-77945.,-0.68915E+06,-0.13412E+06,-0.10199E+07,-0.48015E+07,-0.53572E+06,-0.16650E+07,-0.18811E+07,-0.11991E+08,0.0000,-0.36665E+07,-0.12867E+07,-0.79509E+07,-0.32465E+07,-0.13014E+07,-0.97579E+06,-0.31319E+07,-0.12720E+07
3040.000000000,-79902.,-0.70690E+06,-0.14068E+06,-0.10656E+07,-0.50440E+07,-0.54942E+06,-0.18607E+07,-0.20686E+07,-0.14867E+08,0.0000,-0.44658E+07,-0.25525E+07,-0.82370E+07,-0.37897E+07,-0.13139E+07,-0.18800E+07,-0.40501E+07,-0.13029E+07
3071.000000000,-83142.,-0.74809E+06,-0.15001E+06,-0.11337E+07,-0.55251E+07,-0.56422E+06,-0.22648E+07,-0.22749E+07,-0.17916E+08,0.0000,-0.56681E+07,-0.36904E+07,-0.90331E+07,-0.45743E+07,-0.14264E+07,-0.31605E+07,-0.53458E+07,-0.14255E+07
3101.000000000,-85679.,-0.76943E+06,-0.15663E+06,-0.11905E+07,-0.58442E+07,-0.57945E+06,-0.26083E+07,-0.23832E+07,-0.19414E+08,0.0000,-0.64434E+07,-0.43394E+07,-0.99616E+07,-0.53412E+07,-0.15027E+07,-0.44911E+07,-0.66654E+07,-0.15427E+07
3132.000000000,-87240.,-0.76878E+06,-0.15961E+06,-0.12459E+07,-0.59877E+07,-0.58913E+06,-0.27294E+07,-0.23682E+07,-0.18576E+08,0.0000,-0.63265E+07,-0.41810E+07,-0.10871E+08,-0.57953E+07,-0.15852E+07,-0.49881E+07,-0.72066E+07,-0.16623E+07
3163.000000000,-89301.,-0.80024E+06,-0.16699E+06,-0.12865E+07,-0.62906E+07,-0.60259E+06,-0.29707E+07,-0.25091E+07,-0.19292E+08,0.0000,-0.69862E+07,-0.45864E+07,-0.11616E+08,-0.63038E+07,-0.16168E+07,-0.53034E+07,-0.78787E+07,-0.17448E+07
3193.000000000,-91378.,-0.82377E+06,-0.17104E+06,-0.12975E+07,-0.65077E+07,-0.61309E+06,-0.30712E+07,-0.26192E+07,-0.19057E+08,0.0000,-0.70395E+07,-0.47743E+07,-0.11921E+08,-0.61929E+07,-0.15931E+07,-0.45592E+07,-0.78160E+07,-0.17892E+07
3224.000000000,-90054.,-0.78245E+06,-0.16368E+06,-0.12450E+07,-0.62586E+07,-0.60771E+06,-0.25622E+07,-0.23469E+07,-0.15259E+08,0.0000,-0.53607E+07,-0.32705E+07,-0.11409E+08,-0.55847E+07,-0.15063E+07,-0.27734E+07,-0.70156E+07,-0.17257E+07
3254.000000000,-86921.,-0.75316E+06,-0.15616E+06,-0.11817E+07,-0.58335E+07,-0.59049E+06,-0.22436E+07,-0.21785E+07,-0.13720E+08,0.0000,-0.46241E+07,-0.21165E+07,-0.10563E+08,-0.47976E+07,-0.14389E+07,-0.16498E+07,-0.53645E+07,-0.16098E+07
3285.000000000,-83990.,-0.72677E+06,-0.14895E+06,-0.11229E+07,-0.54802E+07,-0.57470E+06,-0.20065E+07,-0.20682E+07,-0.12919E+08,0.0000,-0.42199E+07,-0.16301E+07,-0.99274E+07,-0.41974E+07,-0.13786E+07,-0.12273E+07,-0.44109E+07,-0.15071E+07
3316.000000000,-81213.,-0.70266E+06,-0.14226E+06,-0.10685E+07,-0.51870E+07,-0.56033E+06,-0.18341E+07,-0.19793E+07,-0.12447E+08,0.0000,-0.39396E+07,-0.13987E+07,-0.91343E+07,-0.37379E+07,-0.13237E+07,-0.10649E+07,-0.38334E+07,-0.14138E+07
3344.000000000,-78740.,-0.68229E+06,-0.13654E+06,-0.10222E+07,-0.49588E+07,-0.54821E+06,-0.17181E+07,-0.19073E+07,-0.12129E+08,0.0000,-0.37399E+07,-0.12874E+07,-0.85663E+07,-0.34007E+07,-0.12773E+07,-0.98910E+06,-0.34852E+07,-0.13357E+07
3375.000000000,-76134.,-0.66112E+06,-0.13120E+06,-0.97700E+06,-0.47445E+07,-0.53566E+06,-0.16101E+07,-0.18411E+07,-0.11882E+08,0.0000,-0.36635E+07,-0.12155E+07,-0.79937E+07,-0.31867E+07,-0.12292E+07,-0.10146E+07,-0.32171E+07,-0.12567E+07
3405.000000000,-77531.,-0.66879E+06,-0.13860E+06,-0.10161E+07,-0.50629E+07,-0.54367E+06,-0.18624E+07,-0.19780E+07,-0.14845E+08,0.0000,-0.46186E+07,-0.22934E+07,-0.84780E+07,-0.38694E+07,-0.12558E+07,-0.21575E+07,-0.45036E+07,-0.13066E+07
3436.000000000,-81751.,-0.71804E+06,-0.14961E+06,-0.10778E+07,-0.55057E+07,-0.56677E+06,-0.22269E+07,-0.22407E+07,-0.17102E+08,0.0000,-0.56111E+07,-0.41363E+07,-0.94005E+07,-0.47253E+07,-0.12894E+07,-0.35381E+07,-0.58224E+07,-0.13927E+07
3466.000000000,-83220.,-0.72517E+06,-0.15496E+06,-0.11371E+07,-0.56991E+07,-0.57528E+06,-0.24292E+07,-0.22573E+07,-0.17797E+08,0.0000,-0.59806E+07,-0.40329E+07,-0.10297E+08,-0.53808E+07,-0.13569E+07,-0.46575E+07,-0.69227E+07,-0.14865E+07
3497.000000000,-86254.,-0.75667E+06,-0.16364E+06,-0.11985E+07,-0.60410E+07,-0.59383E+06,-0.27597E+07,-0.24152E+07,-0.19375E+08,0.0000,-0.67964E+07,-0.49059E+07,-0.11252E+08,-0.60666E+07,-0.14227E+07,-0.54396E+07,-0.76529E+07,-0.15861E+07
3528.000000000,-87475.,-0.75819E+06,-0.16797E+06,-0.12399E+07,-0.61652E+07,-0.60073E+06,-0.28540E+07,-0.24789E+07,-0.18913E+08,0.0000,-0.68202E+07,-0.47124E+07,-0.11861E+08,-0.65011E+07,-0.14425E+07,-0.55037E+07,-0.80460E+07,-0.16416E+07
3558.000000000,-89009.,-0.76783E+06,-0.16990E+06,-0.12335E+07,-0.62535E+07,-0.60592E+06,-0.28740E+07,-0.24955E+07,-0.18050E+08,0.0000,-0.66174E+07,-0.45463E+07,-0.11897E+08,-0.64500E+07,-0.14094E+07,-0.46635E+07,-0.76350E+07,-0.16532E+07
3589.000000000,-88400.,-0.73476E+06,-0.16491E+06,-0.11861E+07,-0.60700E+07,-0.60378E+06,-0.23986E+07,-0.22953E+07,-0.15163E+08,0.0000,-0.52147E+07,-0.34946E+07,-0.11413E+08,-0.59232E+07,-0.13644E+07,-0.30562E+07,-0.69063E+07,-0.16202E+07
3619.000000000,-85373.,-0.70798E+06,-0.15687E+06,-0.11273E+07,-0.56702E+07,-0.58706E+06,-0.21086E+07,-0.21492E+07,-0.13637E+08,0.0000,-0.45104E+07,-0.22086E+07,-0.10540E+08,-0.50559E+07,-0.13052E+07,-0.17818E+07,-0.53220E+07,-0.15173E+07
3650.000000000,-82471.,-0.68430E+06,-0.14940E+06,-0.10721E+07,-0.53325E+07,-0.57157E+06,-0.18899E+07,-0.20420E+07,-0.12813E+08,0.0000,-0.41110E+07,-0.16702E+07,-0.99892E+07,-0.43830E+07,-0.12509E+07,-0.12828E+07,-0.43988E+07,-0.14215E+07
