time,DRN01,DRN02,DRN03,DRN04,DRN05,DRN06,DRN07,DRN08,DRN09,DRN10,DRN11,DRN12,DRN13,DRN14,DRN15,DRN16,DRN17,DRN18
2526.400000000,-0.11480E+06,-0.83144E+06,-0.15607E+06,-0.12299E+07,-0.52447E+07,-0.74734E+06,-0.20100E+07,-0.22635E+07,-0.13761E+08,0.0000,-0.47967E+07,-0.30499E+07,-0.95290E+07,-0.56726E+07,-0.11149E+07,-0.27176E+07,-0.50649E+07,-0.14369E+07
2556.400000000,-0.11174E+06,-0.80305E+06,-0.14924E+06,-0.11766E+07,-0.49792E+07,-0.72759E+06,-0.19083E+07,-0.21394E+07,-0.12998E+08,0.0000,-0.45271E+07,-0.21279E+07,-0.89957E+07,-0.49093E+07,-0.10734E+07,-0.16780E+07,-0.41252E+07,-0.13434E+07
2587.400000000,-0.10888E+06,-0.77812E+06,-0.14271E+06,-0.11252E+07,-0.47551E+07,-0.70939E+06,-0.18335E+07,-0.20498E+07,-0.12641E+08,0.0000,-0.43533E+07,-0.17443E+07,-0.85869E+07,-0.42915E+07,-0.10364E+07,-0.12765E+07,-0.35669E+07,-0.12577E+07
2618.400000000,-0.10618E+06,-0.75548E+06,-0.13661E+06,-0.10765E+07,-0.45623E+07,-0.69282E+06,-0.17713E+07,-0.19797E+07,-0.12422E+08,0.0000,-0.42244E+07,-0.15667E+07,-0.82170E+07,-0.38286E+07,-0.10041E+07,-0.10946E+07,-0.32304E+07,-0.11820E+07
2646.400000000,-0.10382E+06,-0.73622E+06,-0.13142E+06,-0.10344E+07,-0.44082E+07,-0.67891E+06,-0.17211E+07,-0.19222E+07,-0.12258E+08,0.0000,-0.41267E+07,-0.14843E+07,-0.78501E+07,-0.34999E+07,-0.97699E+06,-0.10160E+07,-0.30213E+07,-0.11188E+07
2677.400000000,-0.10138E+06,-0.71653E+06,-0.12615E+06,-0.99025E+06,-0.42603E+07,-0.66491E+06,-0.16748E+07,-0.18678E+07,-0.12140E+08,0.0000,-0.40496E+07,-0.14391E+07,-0.76690E+07,-0.32059E+07,-0.94952E+06,-0.96618E+06,-0.28653E+07,-0.10552E+07
2707.400000000,-0.10536E+06,-0.73682E+06,-0.12714E+06,-0.98328E+06,-0.43282E+07,-0.68175E+06,-0.18598E+07,-0.19679E+07,-0.14625E+08,0.0000,-0.46340E+07,-0.22196E+07,-0.78389E+07,-0.31410E+07,-0.96850E+06,-0.11103E+07,-0.34831E+07,-0.10547E+07
2738.400000000,-0.10769E+06,-0.76963E+06,-0.13458E+06,-0.10262E+07,-0.47301E+07,-0.69460E+06,-0.22671E+07,-0.21857E+07,-0.19166E+08,0.0000,-0.62749E+07,-0.35363E+07,-0.86922E+07,-0.37035E+07,-0.10273E+07,-0.21308E+07,-0.54468E+07,-0.11585E+07
2768.400000000,-0.11304E+06,-0.84941E+06,-0.14701E+06,-0.11394E+07,-0.53005E+07,-0.70959E+06,-0.27227E+07,-0.25877E+07,-0.21413E+08,-679.80,-0.72967E+07,-0.54322E+07,-0.96484E+07,-0.50014E+07,-0.11526E+07,-0.37280E+07,-0.66417E+07,-0.13355E+07
2799.400000000,-0.11499E+06,-0.90874E+06,-0.15671E+06,-0.12249E+07,-0.57850E+07,-0.72327E+06,-0.31911E+07,-0.28797E+07,-0.23286E+08,-3624.5,-0.84188E+07,-0.58826E+07,-0.10427E+08,-0.58533E+07,-0.12818E+07,-0.47304E+07,-0.75237E+07,-0.14914E+07
2830.400000000,-0.11683E+06,-0.94472E+06,-0.16394E+06,-0.12830E+07,-0.61716E+07,-0.73518E+06,-0.35086E+07,-0.30189E+07,-0.24059E+08,-2260.2,-0.90199E+07,-0.58490E+07,-0.11120E+08,-0.64090E+07,-0.13733E+07,-0.51148E+07,-0.81700E+07,-0.16222E+07
2860.400000000,-0.11754E+06,-0.94581E+06,-0.16626E+06,-0.12932E+07,-0.63078E+07,-0.73926E+06,-0.35822E+07,-0.29649E+07,-0.23592E+08,0.0000,-0.89982E+07,-0.52026E+07,-0.11454E+08,-0.64979E+07,-0.13877E+07,-0.47789E+07,-0.81523E+07,-0.16878E+07
2891.400000000,-0.11462E+06,-0.88648E+06,-0.16018E+06,-0.12492E+07,-0.60938E+07,-0.71796E+06,-0.30172E+07,-0.26945E+07,-0.19234E+08,0.0000,-0.71320E+07,-0.32387E+07,-0.10985E+08,-0.58338E+07,-0.13393E+07,-0.30636E+07,-0.70724E+07,-0.16440E+07
2921.400000000,-0.11113E+06,-0.84849E+06,-0.15248E+06,-0.11919E+07,-0.56897E+07,-0.69778E+06,-0.26463E+07,-0.24612E+07,-0.16527E+08,0.0000,-0.60355E+07,-0.23080E+07,-0.10108E+08,-0.50387E+07,-0.12835E+07,-0.17956E+07,-0.53634E+07,-0.15337E+07
2952.400000000,-0.10773E+06,-0.81963E+06,-0.14544E+06,-0.11378E+07,-0.53466E+07,-0.68011E+06,-0.24068E+07,-0.22938E+07,-0.15176E+08,0.0000,-0.53689E+07,-0.18900E+07,-0.94043E+07,-0.43889E+07,-0.12322E+07,-0.13313E+07,-0.43752E+07,-0.14353E+07
2983.400000000,-0.10492E+06,-0.79427E+06,-0.13901E+06,-0.10874E+07,-0.50613E+07,-0.66446E+06,-0.22283E+07,-0.21536E+07,-0.14374E+08,0.0000,-0.51669E+07,-0.16960E+07,-0.88388E+07,-0.38910E+07,-0.11868E+07,-0.11227E+07,-0.37805E+07,-0.13454E+07
3011.400000000,-0.10251E+06,-0.77331E+06,-0.13360E+06,-0.10442E+07,-0.48435E+07,-0.65154E+06,-0.21130E+07,-0.20594E+07,-0.13862E+08,-2249.7,-0.48859E+07,-0.15989E+07,-0.83853E+07,-0.35525E+07,-0.11491E+07,-0.10384E+07,-0.34213E+07,-0.12700E+07
3042.400000000,-99987.,-0.75218E+06,-0.12821E+06,-0.10002E+07,-0.46409E+07,-0.63865E+06,-0.20120E+07,-0.19861E+07,-0.13511E+08,-7432.4,-0.47287E+07,-0.15441E+07,-0.78471E+07,-0.32510E+07,-0.11113E+07,-0.99415E+06,-0.31793E+07,-0.11944E+07
3072.400000000,-0.10165E+06,-0.79190E+06,-0.13490E+06,-0.10605E+07,-0.49032E+07,-0.65331E+06,-0.23536E+07,-0.22142E+07,-0.17245E+08,-15011.,-0.57926E+07,-0.30761E+07,-0.83715E+07,-0.38158E+07,-0.11641E+07,-0.19326E+07,-0.46803E+07,-0.12619E+07
3103.400000000,-0.10584E+06,-0.86433E+06,-0.14725E+06,-0.11675E+07,-0.54326E+07,-0.68354E+06,-0.28960E+07,-0.26186E+07,-0.20861E+08,-12527.,-0.73996E+07,-0.50814E+07,-0.94064E+07,-0.50402E+07,-0.12143E+07,-0.35999E+07,-0.62954E+07,-0.13868E+07
3133.400000000,-0.10761E+06,-0.90224E+06,-0.15425E+06,-0.12284E+07,-0.57662E+07,-0.69692E+06,-0.33057E+07,-0.27868E+07,-0.22267E+08,-6350.2,-0.84359E+07,-0.54521E+07,-0.10230E+08,-0.57945E+07,-0.12932E+07,-0.46349E+07,-0.75612E+07,-0.15109E+07
3164.400000000,-0.10848E+06,-0.91918E+06,-0.16013E+06,-0.12848E+07,-0.60059E+07,-0.70618E+06,-0.35132E+07,-0.28631E+07,-0.21788E+08,0.0000,-0.85942E+07,-0.54567E+07,-0.11092E+08,-0.62865E+07,-0.13656E+07,-0.50784E+07,-0.83741E+07,-0.16363E+07
3195.400000000,-0.10914E+06,-0.91971E+06,-0.16634E+06,-0.13270E+07,-0.61248E+07,-0.71205E+06,-0.35492E+07,-0.29142E+07,-0.20735E+08,0.0000,-0.85575E+07,-0.51847E+07,-0.11773E+08,-0.67643E+07,-0.13861E+07,-0.53697E+07,-0.89310E+07,-0.17247E+07
3225.400000000,-0.10787E+06,-0.87040E+06,-0.16952E+06,-0.13383E+07,-0.60827E+07,-0.71195E+06,-0.29639E+07,-0.28562E+07,-0.18563E+08,0.0000,-0.72802E+07,-0.45005E+07,-0.11894E+08,-0.70907E+07,-0.13237E+07,-0.51964E+07,-0.83351E+07,-0.17260E+07
3256.400000000,-0.10588E+06,-0.82696E+06,-0.16495E+06,-0.12905E+07,-0.59623E+07,-0.70358E+06,-0.24505E+07,-0.25470E+07,-0.16051E+08,0.0000,-0.59114E+07,-0.32121E+07,-0.11324E+08,-0.65943E+07,-0.12656E+07,-0.34658E+07,-0.69156E+07,-0.16884E+07
3286.400000000,-0.10261E+06,-0.79436E+06,-0.15790E+06,-0.12327E+07,-0.55949E+07,-0.68388E+06,-0.22031E+07,-0.23837E+07,-0.14531E+08,0.0000,-0.52805E+07,-0.22423E+07,-0.10616E+08,-0.56465E+07,-0.12121E+07,-0.19764E+07,-0.53391E+07,-0.15765E+07
3317.400000000,-99643.,-0.76742E+06,-0.15090E+06,-0.11779E+07,-0.52869E+07,-0.66625E+06,-0.20566E+07,-0.22476E+07,-0.13816E+08,0.0000,-0.48691E+07,-0.18397E+07,-0.98813E+07,-0.48602E+07,-0.11636E+07,-0.14160E+07,-0.44138E+07,-0.14741E+07
3348.400000000,-96891.,-0.74356E+06,-0.14426E+06,-0.11265E+07,-0.50226E+07,-0.65045E+06,-0.19446E+07,-0.21248E+07,-0.13346E+08,0.0000,-0.46273E+07,-0.16336E+07,-0.93414E+07,-0.42563E+07,-0.11214E+07,-0.11656E+07,-0.38515E+07,-0.13806E+07
3376.400000000,-94536.,-0.72361E+06,-0.13864E+06,-0.10824E+07,-0.48128E+07,-0.63734E+06,-0.18613E+07,-0.20396E+07,-0.13019E+08,0.0000,-0.44837E+07,-0.15407E+07,-0.87525E+07,-0.38398E+07,-0.10878E+07,-0.10591E+07,-0.35075E+07,-0.13021E+07
3407.400000000,-92054.,-0.70313E+06,-0.13288E+06,-0.10364E+07,-0.46182E+07,-0.62408E+06,-0.17849E+07,-0.19699E+07,-0.12760E+08,0.0000,-0.43714E+07,-0.14793E+07,-0.84520E+07,-0.34784E+07,-0.10533E+07,-0.99779E+06,-0.32557E+07,-0.12230E+07
3437.400000000,-92870.,-0.70985E+06,-0.13376E+06,-0.10358E+07,-0.47522E+07,-0.62521E+06,-0.19455E+07,-0.20415E+07,-0.15406E+08,0.0000,-0.50355E+07,-0.20716E+07,-0.84786E+07,-0.34411E+07,-0.10463E+07,-0.12452E+07,-0.38460E+07,-0.12398E+07
3468.400000000,-0.10037E+06,-0.78053E+06,-0.14515E+06,-0.11109E+07,-0.52839E+07,-0.64434E+06,-0.23987E+07,-0.24005E+07,-0.19279E+08,-868.28,-0.64630E+07,-0.43707E+07,-0.92221E+07,-0.43900E+07,-0.10922E+07,-0.27050E+07,-0.54059E+07,-0.13579E+07
3498.400000000,-0.10416E+06,-0.86030E+06,-0.15741E+06,-0.12149E+07,-0.58799E+07,-0.68057E+06,-0.29320E+07,-0.27678E+07,-0.22299E+08,-10153.,-0.79675E+07,-0.56708E+07,-0.10203E+08,-0.56720E+07,-0.12391E+07,-0.45472E+07,-0.68582E+07,-0.15335E+07
3529.400000000,-0.10687E+06,-0.92101E+06,-0.16610E+06,-0.12891E+07,-0.63278E+07,-0.70046E+06,-0.33751E+07,-0.29857E+07,-0.23772E+08,-13329.,-0.91082E+07,-0.60490E+07,-0.11063E+08,-0.64358E+07,-0.13807E+07,-0.52657E+07,-0.79982E+07,-0.16845E+07
3560.400000000,-0.10853E+06,-0.95296E+06,-0.17431E+06,-0.13633E+07,-0.66518E+07,-0.71238E+06,-0.36378E+07,-0.31628E+07,-0.24458E+08,-11405.,-0.96141E+07,-0.59576E+07,-0.11695E+08,-0.71359E+07,-0.14690E+07,-0.57191E+07,-0.85220E+07,-0.18068E+07
3590.400000000,-0.10941E+06,-0.97340E+06,-0.17954E+06,-0.14182E+07,-0.67840E+07,-0.71451E+06,-0.36654E+07,-0.32682E+07,-0.23676E+08,-8973.0,-0.93475E+07,-0.54325E+07,-0.12024E+08,-0.74880E+07,-0.14710E+07,-0.55145E+07,-0.86005E+07,-0.18625E+07
3621.400000000,-0.10724E+06,-0.91539E+06,-0.17482E+06,-0.13817E+07,-0.65292E+07,-0.69685E+06,-0.31359E+07,-0.29833E+07,-0.19661E+08,-4071.0,-0.75278E+07,-0.35530E+07,-0.11745E+08,-0.68575E+07,-0.14191E+07,-0.38741E+07,-0.75981E+07,-0.18273E+07
3651.400000000,-0.10401E+06,-0.87460E+06,-0.16632E+06,-0.13196E+07,-0.60798E+07,-0.67758E+06,-0.27524E+07,-0.26887E+07,-0.16939E+08,-7033.0,-0.63914E+07,-0.24460E+07,-0.10881E+08,-0.58845E+07,-0.13589E+07,-0.21774E+07,-0.57413E+07,-0.17045E+07
3682.400000000,-0.10125E+06,-0.84502E+06,-0.15855E+06,-0.12605E+07,-0.56977E+07,-0.66067E+06,-0.25022E+07,-0.24751E+07,-0.15607E+08,-11921.,-0.56977E+07,-0.20122E+07,-0.10257E+08,-0.50722E+07,-0.13038E+07,-0.14896E+07,-0.46786E+07,-0.15942E+07
3713.400000000,-98723.,-0.81896E+06,-0.15139E+06,-0.12052E+07,-0.53770E+07,-0.64569E+06,-0.23107E+07,-0.23225E+07,-0.14823E+08,-19499.,-0.54357E+07,-0.18087E+07,-0.96200E+07,-0.44234E+07,-0.12529E+07,-0.12094E+07,-0.40410E+07,-0.14938E+07
3742.400000000,-96621.,-0.79682E+06,-0.14548E+06,-0.11564E+07,-0.51205E+07,-0.63319E+06,-0.21804E+07,-0.22109E+07,-0.14362E+08,-25290.,-0.50807E+07,-0.17370E+07,-0.90731E+07,-0.39627E+07,-0.12084E+07,-0.10865E+07,-0.36507E+07,-0.14069E+07
3773.400000000,-94587.,-0.77519E+06,-0.13987E+06,-0.11112E+07,-0.48903E+07,-0.62126E+06,-0.20705E+07,-0.21226E+07,-0.14049E+08,-28784.,-0.48774E+07,-0.17043E+07,-0.86612E+07,-0.36004E+07,-0.11650E+07,-0.10308E+07,-0.33707E+07,-0.13217E+07
3803.400000000,-98085.,-0.78746E+06,-0.14096E+06,-0.11184E+07,-0.50309E+07,-0.62503E+06,-0.22292E+07,-0.22321E+07,-0.16682E+08,-28393.,-0.55707E+07,-0.25525E+07,-0.88650E+07,-0.35940E+07,-0.12030E+07,-0.13461E+07,-0.43610E+07,-0.13470E+07
3834.400000000,-0.10321E+06,-0.87437E+06,-0.15324E+06,-0.12012E+07,-0.55316E+07,-0.65661E+06,-0.27743E+07,-0.25819E+07,-0.20878E+08,-28608.,-0.72640E+07,-0.46704E+07,-0.98847E+07,-0.48234E+07,-0.12955E+07,-0.30963E+07,-0.61482E+07,-0.14780E+07
3864.400000000,-0.10558E+06,-0.91809E+06,-0.16281E+06,-0.13176E+07,-0.59538E+07,-0.67289E+06,-0.32205E+07,-0.29741E+07,-0.23149E+08,-31398.,-0.86457E+07,-0.54858E+07,-0.10797E+08,-0.58275E+07,-0.14430E+07,-0.45567E+07,-0.74300E+07,-0.16324E+07
3895.400000000,-0.10770E+06,-0.96533E+06,-0.16994E+06,-0.13696E+07,-0.64365E+07,-0.68704E+06,-0.36276E+07,-0.30844E+07,-0.24463E+08,-28918.,-0.94898E+07,-0.58604E+07,-0.11525E+08,-0.65449E+07,-0.15807E+07,-0.53662E+07,-0.81568E+07,-0.17895E+07
3926.400000000,-0.10907E+06,-0.10032E+07,-0.17829E+06,-0.14453E+07,-0.67957E+07,-0.69609E+06,-0.37977E+07,-0.32776E+07,-0.24461E+08,-28665.,-0.96559E+07,-0.59197E+07,-0.12123E+08,-0.73645E+07,-0.16820E+07,-0.59625E+07,-0.85889E+07,-0.19169E+07
3956.400000000,-0.11016E+06,-0.10275E+07,-0.18338E+06,-0.15029E+07,-0.69341E+07,-0.70561E+06,-0.37619E+07,-0.33982E+07,-0.23114E+08,-31373.,-0.92736E+07,-0.57882E+07,-0.12343E+08,-0.77881E+07,-0.16886E+07,-0.57012E+07,-0.83356E+07,-0.19658E+07
3987.400000000,-0.10965E+06,-0.99829E+06,-0.18151E+06,-0.14753E+07,-0.68814E+07,-0.70006E+06,-0.34130E+07,-0.32333E+07,-0.21284E+08,-30216.,-0.83222E+07,-0.48804E+07,-0.12010E+08,-0.73566E+07,-0.16505E+07,-0.42853E+07,-0.72935E+07,-0.19395E+07
4017.400000000,-0.10660E+06,-0.95187E+06,-0.17215E+06,-0.14103E+07,-0.64134E+07,-0.68180E+06,-0.30217E+07,-0.28860E+07,-0.18144E+08,-32334.,-0.69486E+07,-0.30117E+07,-0.11162E+08,-0.63058E+07,-0.15847E+07,-0.24147E+07,-0.56003E+07,-0.18162E+07
4048.400000000,-0.10381E+06,-0.91699E+06,-0.16397E+06,-0.13481E+07,-0.60107E+07,-0.66530E+06,-0.27482E+07,-0.26241E+07,-0.16531E+08,-34639.,-0.61453E+07,-0.23165E+07,-0.10766E+08,-0.54276E+07,-0.15228E+07,-0.15925E+07,-0.46258E+07,-0.16990E+07
4079.400000000,-0.10136E+06,-0.88857E+06,-0.15706E+06,-0.12899E+07,-0.56696E+07,-0.65089E+06,-0.25406E+07,-0.24527E+07,-0.15661E+08,-36127.,-0.56482E+07,-0.20778E+07,-0.10175E+08,-0.47138E+07,-0.14648E+07,-0.12750E+07,-0.40447E+07,-0.15911E+07
4107.400000000,-99305.,-0.86474E+06,-0.15118E+06,-0.12401E+07,-0.54040E+07,-0.63914E+06,-0.23900E+07,-0.23395E+07,-0.15128E+08,-36865.,-0.53580E+07,-0.19684E+07,-0.94648E+07,-0.42073E+07,-0.14150E+07,-0.11308E+07,-0.36885E+07,-0.15017E+07
4138.400000000,-97203.,-0.84061E+06,-0.14541E+06,-0.11933E+07,-0.51561E+07,-0.62753E+06,-0.22739E+07,-0.22445E+07,-0.14737E+08,-38572.,-0.52284E+07,-0.18959E+07,-0.88890E+07,-0.38064E+07,-0.13646E+07,-0.10695E+07,-0.34478E+07,-0.14144E+07
4168.400000000,-0.10028E+06,-0.87673E+06,-0.15214E+06,-0.12706E+07,-0.53404E+07,-0.63934E+06,-0.25122E+07,-0.25835E+07,-0.17391E+08,-40586.,-0.62114E+07,-0.36159E+07,-0.93796E+07,-0.43863E+07,-0.14627E+07,-0.20263E+07,-0.48596E+07,-0.14665E+07
4199.400000000,-0.10375E+06,-0.96339E+06,-0.16374E+06,-0.13556E+07,-0.58123E+07,-0.66157E+06,-0.30913E+07,-0.29433E+07,-0.21439E+08,-46911.,-0.79041E+07,-0.54185E+07,-0.10232E+08,-0.56225E+07,-0.15609E+07,-0.38676E+07,-0.63796E+07,-0.15939E+07
4229.400000000,-0.10719E+06,-0.10346E+07,-0.17255E+06,-0.14192E+07,-0.63348E+07,-0.68064E+06,-0.35812E+07,-0.31567E+07,-0.23818E+08,-51826.,-0.92566E+07,-0.62290E+07,-0.11125E+08,-0.64294E+07,-0.17187E+07,-0.49258E+07,-0.76411E+07,-0.17574E+07
4260.400000000,-0.11017E+06,-0.11095E+07,-0.17967E+06,-0.14782E+07,-0.68126E+07,-0.70408E+06,-0.40501E+07,-0.33210E+07,-0.25286E+08,-59334.,-0.10230E+08,-0.66815E+07,-0.12058E+08,-0.70752E+07,-0.18601E+07,-0.56380E+07,-0.87979E+07,-0.19067E+07
4291.400000000,-0.11230E+06,-0.11504E+07,-0.18470E+06,-0.15320E+07,-0.70861E+07,-0.71621E+06,-0.42541E+07,-0.34270E+07,-0.25579E+08,-58490.,-0.10538E+08,-0.64551E+07,-0.12763E+08,-0.74611E+07,-0.19142E+07,-0.57719E+07,-0.92271E+07,-0.19990E+07
4321.400000000,-0.11393E+06,-0.11763E+07,-0.18795E+06,-0.15588E+07,-0.72090E+07,-0.72518E+06,-0.42151E+07,-0.34715E+07,-0.24232E+08,-54060.,-0.10118E+08,-0.60627E+07,-0.12904E+08,-0.76035E+07,-0.18977E+07,-0.53013E+07,-0.88858E+07,-0.20286E+07
4352.400000000,-0.11311E+06,-0.11384E+07,-0.18218E+06,-0.15080E+07,-0.70654E+07,-0.71870E+06,-0.38348E+07,-0.31724E+07,-0.21771E+08,-49926.,-0.88860E+07,-0.45153E+07,-0.12387E+08,-0.68307E+07,-0.18291E+07,-0.35010E+07,-0.77211E+07,-0.19827E+07
4382.400000000,-0.11006E+06,-0.10880E+07,-0.17315E+06,-0.14425E+07,-0.65752E+07,-0.70062E+06,-0.34075E+07,-0.28725E+07,-0.18591E+08,-50802.,-0.74557E+07,-0.29517E+07,-0.11433E+08,-0.58841E+07,-0.17490E+07,-0.20427E+07,-0.58941E+07,-0.18547E+07
4413.400000000,-0.10719E+06,-0.10478E+07,-0.16500E+06,-0.13799E+07,-0.61589E+07,-0.68394E+06,-0.30982E+07,-0.26329E+07,-0.16952E+08,-52468.,-0.66134E+07,-0.23291E+07,-0.10574E+08,-0.50919E+07,-0.16760E+07,-0.14555E+07,-0.48137E+07,-0.17347E+07
4444.400000000,-0.10447E+06,-0.10118E+07,-0.15754E+06,-0.13210E+07,-0.58046E+07,-0.66870E+06,-0.28632E+07,-0.24479E+07,-0.15968E+08,-53402.,-0.60294E+07,-0.20278E+07,-0.10051E+08,-0.44569E+07,-0.16081E+07,-0.11960E+07,-0.41608E+07,-0.16243E+07
4472.400000000,-0.10213E+06,-0.98128E+06,-0.15142E+06,-0.12704E+07,-0.55266E+07,-0.65598E+06,-0.26881E+07,-0.23291E+07,-0.15371E+08,-53468.,-0.56389E+07,-0.18931E+07,-0.94873E+07,-0.40082E+07,-0.15521E+07,-0.10824E+07,-0.37640E+07,-0.15316E+07
4503.400000000,-99709.,-0.95153E+06,-0.14528E+06,-0.12182E+07,-0.52663E+07,-0.64322E+06,-0.25461E+07,-0.22214E+07,-0.14957E+08,-52747.,-0.54173E+07,-0.18192E+07,-0.90234E+07,-0.36462E+07,-0.14946E+07,-0.10313E+07,-0.35009E+07,-0.14375E+07
4533.400000000,-0.10121E+06,-0.97714E+06,-0.14777E+06,-0.12534E+07,-0.53163E+07,-0.65122E+06,-0.27577E+07,-0.23871E+07,-0.17495E+08,-56602.,-0.62347E+07,-0.28097E+07,-0.94269E+07,-0.38571E+07,-0.15107E+07,-0.16928E+07,-0.49656E+07,-0.14233E+07
4564.400000000,-0.10974E+06,-0.10775E+07,-0.16080E+06,-0.13785E+07,-0.57900E+07,-0.69312E+06,-0.32641E+07,-0.30386E+07,-0.20736E+08,-71653.,-0.77295E+07,-0.62324E+07,-0.10543E+08,-0.48707E+07,-0.16313E+07,-0.30592E+07,-0.63546E+07,-0.15560E+07
4594.400000000,-0.11286E+06,-0.11353E+07,-0.16599E+06,-0.14080E+07,-0.62309E+07,-0.72278E+06,-0.36962E+07,-0.30696E+07,-0.23166E+08,-72596.,-0.90418E+07,-0.63833E+07,-0.11261E+08,-0.53051E+07,-0.17170E+07,-0.38126E+07,-0.76215E+07,-0.16826E+07
4625.400000000,-0.11483E+06,-0.11789E+07,-0.17202E+06,-0.14600E+07,-0.66465E+07,-0.73903E+06,-0.40791E+07,-0.32009E+07,-0.25197E+08,-81624.,-0.10058E+08,-0.65334E+07,-0.12087E+08,-0.58440E+07,-0.18819E+07,-0.47992E+07,-0.83191E+07,-0.18425E+07
4656.400000000,-0.11582E+06,-0.12046E+07,-0.17567E+06,-0.15085E+07,-0.67828E+07,-0.74541E+06,-0.42597E+07,-0.32920E+07,-0.25412E+08,-81480.,-0.10295E+08,-0.60261E+07,-0.12687E+08,-0.62320E+07,-0.19853E+07,-0.51630E+07,-0.86315E+07,-0.19451E+07
4686.400000000,-0.11758E+06,-0.12332E+07,-0.18230E+06,-0.15864E+07,-0.68622E+07,-0.76067E+06,-0.42226E+07,-0.35139E+07,-0.24203E+08,-83079.,-0.99073E+07,-0.62563E+07,-0.12976E+08,-0.68135E+07,-0.19877E+07,-0.53276E+07,-0.84649E+07,-0.19908E+07
4717.400000000,-0.11528E+06,-0.11790E+07,-0.17654E+06,-0.15337E+07,-0.65924E+07,-0.74470E+06,-0.37604E+07,-0.31677E+07,-0.20526E+08,-64190.,-0.82508E+07,-0.40870E+07,-0.12322E+08,-0.62307E+07,-0.18892E+07,-0.36227E+07,-0.73298E+07,-0.19316E+07
4747.400000000,-0.11200E+06,-0.11269E+07,-0.16807E+06,-0.14629E+07,-0.61666E+07,-0.72433E+06,-0.33527E+07,-0.28685E+07,-0.17981E+08,-61278.,-0.71063E+07,-0.28232E+07,-0.11435E+08,-0.53837E+07,-0.18049E+07,-0.20967E+07,-0.56638E+07,-0.18040E+07
4778.400000000,-0.10893E+06,-0.10850E+07,-0.16019E+06,-0.13960E+07,-0.58076E+07,-0.70565E+06,-0.30736E+07,-0.26285E+07,-0.16625E+08,-61133.,-0.63656E+07,-0.22501E+07,-0.10671E+08,-0.46754E+07,-0.17292E+07,-0.14706E+07,-0.46858E+07,-0.16862E+07
4809.400000000,-0.10603E+06,-0.10464E+07,-0.15294E+06,-0.13336E+07,-0.55022E+07,-0.68858E+06,-0.28555E+07,-0.24422E+07,-0.15777E+08,-60868.,-0.58448E+07,-0.19834E+07,-0.10040E+08,-0.41195E+07,-0.16592E+07,-0.11972E+07,-0.40877E+07,-0.15785E+07
4837.400000000,-0.10353E+06,-0.10137E+07,-0.14703E+06,-0.12803E+07,-0.52634E+07,-0.67434E+06,-0.26866E+07,-0.23255E+07,-0.15237E+08,-60028.,-0.55391E+07,-0.18736E+07,-0.96961E+07,-0.37442E+07,-0.15994E+07,-0.10819E+07,-0.37247E+07,-0.14883E+07
4868.400000000,-0.10103E+06,-0.98103E+06,-0.14140E+06,-0.12251E+07,-0.50382E+07,-0.66020E+06,-0.25471E+07,-0.22310E+07,-0.14879E+08,-61319.,-0.53937E+07,-0.18420E+07,-0.91233E+07,-0.34192E+07,-0.15396E+07,-0.10293E+07,-0.34618E+07,-0.13972E+07
4898.400000000,-0.10168E+06,-0.99392E+06,-0.14413E+06,-0.12663E+07,-0.51758E+07,-0.66389E+06,-0.27718E+07,-0.24014E+07,-0.17459E+08,-69835.,-0.62742E+07,-0.28227E+07,-0.92761E+07,-0.35985E+07,-0.15768E+07,-0.16169E+07,-0.44853E+07,-0.14084E+07
4929.400000000,-0.10458E+06,-0.10568E+07,-0.15337E+06,-0.13359E+07,-0.56513E+07,-0.68479E+06,-0.32950E+07,-0.27209E+07,-0.21147E+08,-77389.,-0.78932E+07,-0.47718E+07,-0.10198E+08,-0.43980E+07,-0.16303E+07,-0.31726E+07,-0.62322E+07,-0.15351E+07
4959.400000000,-0.10718E+06,-0.11188E+07,-0.16385E+06,-0.14220E+07,-0.61616E+07,-0.70227E+06,-0.37949E+07,-0.30239E+07,-0.23522E+08,-86361.,-0.92672E+07,-0.58382E+07,-0.11115E+08,-0.54116E+07,-0.17769E+07,-0.46032E+07,-0.73404E+07,-0.16964E+07
4990.400000000,-0.10944E+06,-0.11627E+07,-0.16931E+06,-0.14716E+07,-0.65622E+07,-0.71728E+06,-0.42472E+07,-0.30942E+07,-0.25230E+08,-82019.,-0.10260E+08,-0.59481E+07,-0.11888E+08,-0.58642E+07,-0.19261E+07,-0.50206E+07,-0.79756E+07,-0.18550E+07
5021.400000000,-0.11160E+06,-0.12007E+07,-0.17492E+06,-0.15199E+07,-0.67991E+07,-0.72772E+06,-0.44851E+07,-0.32315E+07,-0.25361E+08,-79952.,-0.10540E+08,-0.60850E+07,-0.12572E+08,-0.62130E+07,-0.19794E+07,-0.52683E+07,-0.84556E+07,-0.19605E+07
5051.400000000,-0.11263E+06,-0.12090E+07,-0.17934E+06,-0.15590E+07,-0.68226E+07,-0.72761E+06,-0.44217E+07,-0.33244E+07,-0.23893E+08,-72303.,-0.10056E+08,-0.56988E+07,-0.12719E+08,-0.66485E+07,-0.19587E+07,-0.52562E+07,-0.81125E+07,-0.19902E+07
