 pp_0000               2.2899098324E+06      1.4295229519E+06      1                 4.5102900E-01
 pp_0001               2.2893570244E+06      1.4136926012E+06      1                 1.4500960E+01
 pp_0002               2.3051873751E+06      1.4131397932E+06      1                 4.9803310E+01
 pp_0003               2.3046345670E+06      1.3973094425E+06      1                 4.2002800E+01
 pp_0004               2.3204649177E+06      1.3967566344E+06      1                 1.1000730E+01
 pp_0005               2.3362952684E+06      1.3962038264E+06      1                 1.6900000E+02
 pp_0006               2.2882514083E+06      1.3820318998E+06      1                 5.4503620E+00
 pp_0007               2.3040817590E+06      1.3814790918E+06      1                 1.0700710E+02
 pp_0008               2.3199121097E+06      1.3809262837E+06      1                 2.9801970E+01
 pp_0009               2.3357424604E+06      1.3803734757E+06      1                 1.7401170E+02
 pp_0010               2.3515728111E+06      1.3798206677E+06      1                 5.2803530E+01
 pp_0011               2.2876986003E+06      1.3662015491E+06      1                 3.4502330E+00
 pp_0012               2.3035289510E+06      1.3656487411E+06      1                 8.5605760E+00
 pp_0013               2.3193593017E+06      1.3650959330E+06      1                 7.8505280E+00
 pp_0014               2.3351896524E+06      1.3645431250E+06      1                 3.8302570E+00
 pp_0015               2.3510200031E+06      1.3639903170E+06      1                 8.3105550E+01
 pp_0016               2.3668503538E+06      1.3634375090E+06      1                 3.9404260E+01
 pp_0017               2.3826807045E+06      1.3628847009E+06      1                 7.7108250E+01
 pp_0018               2.3985110552E+06      1.3623318929E+06      1                 1.6301760E+02
 pp_0019               2.4143414059E+06      1.3617790849E+06      1                 9.9999900E+01
 pp_0020               2.4301717566E+06      1.3612262768E+06      1                 1.3200000E+02
 pp_0021               2.2871457923E+06      1.3503711984E+06      1                 1.1200760E+01
 pp_0022               2.3029761430E+06      1.3498183904E+06      1                 2.7101820E+00
 pp_0023               2.3188064937E+06      1.3492655823E+06      1                 1.2100810E+01
 pp_0024               2.3346368444E+06      1.3487127743E+06      1                 3.3802280E+00
 pp_0025               2.3504671951E+06      1.3481599663E+06      1                 9.7006480E+00
 pp_0026               2.3662975458E+06      1.3476071583E+06      1                 1.2701380E+01
 pp_0027               2.3821278965E+06      1.3470543502E+06      1                 3.9400450E+01
 pp_0028               2.3979582472E+06      1.3465015422E+06      1                 9.8504750E+01
 pp_0029               2.4137885979E+06      1.3459487342E+06      1                 7.0604610E+01
 pp_0030               2.4296189486E+06      1.3453959261E+06      1                 1.2300820E+02
 pp_0031               2.4454492993E+06      1.3448431181E+06      1                 1.3599990E+02
 pp_0032               2.2707626335E+06      1.3350936557E+06      1                 5.3003600E+01
 pp_0033               2.2865929842E+06      1.3345408477E+06      1                 9.3006270E+01
 pp_0034               2.3024233349E+06      1.3339880397E+06      1                 4.7005140E+00
 pp_0035               2.3182536856E+06      1.3334352316E+06      1                 5.4903720E+00
 pp_0036               2.3340840363E+06      1.3328824236E+06      1                 1.6101100E+00
 pp_0037               2.3499143870E+06      1.3323296156E+06      1                 6.3004230E+00
 pp_0038               2.3657447377E+06      1.3317768076E+06      1                 3.8604210E+00
 pp_0039               2.3815750884E+06      1.3312239995E+06      1                 8.7903860E+01
 pp_0040               2.3974054391E+06      1.3306711915E+06      1                 2.1700910E+01
 pp_0041               2.4132357898E+06      1.3301183835E+06      1                 4.0204270E+01
 pp_0042               2.4290661405E+06      1.3295655754E+06      1                 1.7701080E+01
 pp_0043               2.4448964912E+06      1.3290127674E+06      1                 6.3599750E+01
 pp_0044               2.2702098255E+06      1.3192633050E+06      1                 4.5903120E+01
 pp_0045               2.2860401762E+06      1.3187104970E+06      1                 8.2309020E+00
 pp_0046               2.3018705269E+06      1.3181576890E+06      1                 1.7701940E+01
 pp_0047               2.3177008776E+06      1.3176048809E+06      1                 6.3584050E+01
 pp_0048               2.3335312283E+06      1.3170520729E+06      1                 6.3584030E+01
 pp_0049               2.3493615790E+06      1.3164992649E+06      1                 2.5401740E+00
 pp_0050               2.3651919297E+06      1.3159464569E+06      1                 6.3584010E+01
 pp_0051               2.3810222804E+06      1.3153936488E+06      1                 1.1397060E+02
 pp_0052               2.3968526311E+06      1.3148408408E+06      1                 1.3396490E+03
 pp_0053               2.4126829818E+06      1.3142880328E+06      1                 5.6802800E+02
 pp_0054               2.4285133325E+06      1.3137352247E+06      1                 1.3000490E-01
 pp_0055               2.4443436832E+06      1.3131824167E+06      1                 2.5901450E+00
 pp_0056               2.4601740339E+06      1.3126296087E+06      1                 6.0299940E+01
 pp_0057               2.2696570175E+06      1.3034329543E+06      1                 9.0106060E+00
 pp_0058               2.2854873682E+06      1.3028801463E+06      1                 1.3701490E+00
 pp_0059               2.3013177189E+06      1.3023273383E+06      1                 5.0305500E+00
 pp_0060               2.3171480696E+06      1.3017745302E+06      1                 1.4001540E+01
 pp_0061               2.3329784203E+06      1.3012217222E+06      1                 2.5502840E+01
 pp_0062               2.3488087710E+06      1.3006689142E+06      1                 6.3584010E+01
 pp_0063               2.3646391217E+06      1.3001161062E+06      1                 2.2594270E+02
 pp_0064               2.3804694724E+06      1.2995632981E+06      1                 1.1397020E+02
 pp_0065               2.3962998231E+06      1.2990104901E+06      1                 9.6901760E+02
 pp_0066               2.4121301738E+06      1.2984576821E+06      1                 2.2098320E+01
 pp_0067               2.4279605245E+06      1.2979048740E+06      1                 3.0397330E-01
 pp_0068               2.4437908752E+06      1.2973520660E+06      1                 4.5301960E-01
 pp_0069               2.4596212259E+06      1.2967992580E+06      1                 2.4601680E+01
 pp_0070               2.4754515766E+06      1.2962464500E+06      1                 6.1904110E+01
 pp_0071               2.2532738587E+06      1.2881554116E+06      1                 1.1500770E+02
 pp_0072               2.2691042094E+06      1.2876026036E+06      1                 1.6401760E+01
 pp_0073               2.2849345601E+06      1.2870497956E+06      1                 6.9803390E-01
 pp_0074               2.3007649108E+06      1.2864969876E+06      1                 4.1602020E+00
 pp_0075               2.3165952615E+06      1.2859441795E+06      1                 1.0901190E+01
 pp_0076               2.3324256122E+06      1.2853913715E+06      1                 6.3583990E+01
 pp_0077               2.3482559629E+06      1.2848385635E+06      1                 4.2600690E+01
 pp_0078               2.3640863136E+06      1.2842857555E+06      1                 3.7667700E+01
 pp_0079               2.3799166643E+06      1.2837329474E+06      1                 4.6813260E+01
 pp_0080               2.3957470150E+06      1.2831801394E+06      1                 6.6400000E+02
 pp_0081               2.4115773657E+06      1.2826273314E+06      1                 5.0900000E-03
 pp_0082               2.4274077164E+06      1.2820745233E+06      1                 4.4476360E+01
 pp_0083               2.4432380671E+06      1.2815217153E+06      1                 9.8337500E+00
 pp_0084               2.4590684178E+06      1.2809689073E+06      1                 2.8957450E+01
 pp_0085               2.4748987685E+06      1.2804160993E+06      1                 6.4600000E+01
 pp_0086               2.4907291192E+06      1.2798632912E+06      1                 1.9300000E+02
 pp_0087               2.2843817521E+06      1.2712194449E+06      1                 9.5795940E-01
 pp_0088               2.3002121028E+06      1.2706666369E+06      1                 7.9100350E+00
 pp_0089               2.3160424535E+06      1.2701138288E+06      1                 5.5497730E+01
 pp_0090               2.3318728042E+06      1.2695610208E+06      1                 2.5398870E+01
 pp_0091               2.3477031549E+06      1.2690082128E+06      1                 5.4894700E+01
 pp_0092               2.3635335056E+06      1.2684554048E+06      1                 5.3694290E+01
 pp_0093               2.3793638563E+06      1.2679025967E+06      1                 4.4734910E+01
 pp_0094               2.3951942070E+06      1.2673497887E+06      1                 2.5697810E+01
 pp_0095               2.4110245577E+06      1.2667969807E+06      1                 5.2107480E+01
 pp_0096               2.4268549084E+06      1.2662441726E+06      1                 2.0069000E+00
 pp_0097               2.4426852591E+06      1.2656913646E+06      1                 4.1128150E+02
 pp_0098               2.4585156098E+06      1.2651385566E+06      1                 7.1900000E+01
 pp_0099               2.4743459605E+06      1.2645857486E+06      1                 6.7600000E+01
 pp_0100               2.4901763112E+06      1.2640329405E+06      1                 1.1800000E+02
 pp_0101               2.2996592948E+06      1.2548362862E+06      1                 6.3580180E+01
 pp_0102               2.3154896455E+06      1.2542834781E+06      1                 2.9496250E+01
 pp_0103               2.3313199962E+06      1.2537306701E+06      1                 6.3582010E+01
 pp_0104               2.3471503469E+06      1.2531778621E+06      1                 6.3582140E+01
 pp_0105               2.3629806976E+06      1.2526250541E+06      1                 6.3581420E+01
 pp_0106               2.3788110483E+06      1.2520722460E+06      1                 1.9489530E+01
 pp_0107               2.3946413990E+06      1.2515194380E+06      1                 8.2175200E+00
 pp_0108               2.4104717497E+06      1.2509666300E+06      1                 5.8810260E+00
 pp_0109               2.4263021004E+06      1.2504138219E+06      1                 2.3976450E+02
 pp_0110               2.4421324511E+06      1.2498610139E+06      1                 1.0500000E+03
 pp_0111               2.4579628018E+06      1.2493082059E+06      1                 5.7800000E+02
 pp_0112               2.4737931525E+06      1.2487553979E+06      1                 2.8700000E+02
 pp_0113               2.4896235032E+06      1.2482025898E+06      1                 6.4600000E+01
 pp_0114               2.5054538539E+06      1.2476497818E+06      1                 3.4515220E+02
 pp_0115               2.3307671882E+06      1.2379003194E+06      1                 5.1295875E-02
 pp_0116               2.3465975389E+06      1.2373475114E+06      1                 6.3496260E+01
 pp_0117               2.3624278896E+06      1.2367947034E+06      1                 4.9594940E+01
 pp_0118               2.3782582403E+06      1.2362418953E+06      1                 6.3496760E+01
 pp_0119               2.3940885910E+06      1.2356890873E+06      1                 5.0733850E+01
 pp_0120               2.4099189417E+06      1.2351362793E+06      1                 6.6673460E+00
 pp_0121               2.4257492924E+06      1.2345834712E+06      1                 1.1159600E+00
 pp_0122               2.4415796431E+06      1.2340306632E+06      1                 9.1138210E+02
 pp_0123               2.4574099938E+06      1.2334778552E+06      1                 3.2500000E+02
 pp_0124               2.4732403445E+06      1.2329250472E+06      1                 6.4200000E+01
 pp_0125               2.4890706952E+06      1.2323722391E+06      1                 1.0157900E+02
 pp_0126               2.5049010459E+06      1.2318194311E+06      1                 9.2817140E+01
 pp_0127               2.3302143801E+06      1.2220699687E+06      1                 3.1001236E-02
 pp_0128               2.3460447308E+06      1.2215171607E+06      1                 3.4702775E-02
 pp_0129               2.3618750815E+06      1.2209643527E+06      1                 3.5500430E+01
 pp_0130               2.3777054322E+06      1.2204115446E+06      1                 6.3500700E+01
 pp_0131               2.3935357829E+06      1.2198587366E+06      1                 4.9813470E+01
 pp_0132               2.4093661336E+06      1.2193059286E+06      1                 3.5905200E+01
 pp_0133               2.4251964843E+06      1.2187531205E+06      1                 1.2822650E+01
 pp_0134               2.4410268350E+06      1.2182003125E+06      1                 5.4563490E+01
 pp_0135               2.4568571857E+06      1.2176475045E+06      1                 6.3325990E+00
 pp_0136               2.4726875364E+06      1.2170946965E+06      1                 2.9491740E+01
 pp_0137               2.4885178871E+06      1.2165418884E+06      1                 1.1955840E+01
 pp_0138               2.5043482378E+06      1.2159890804E+06      1                 6.7931230E+01
 pp_0139               2.5201785885E+06      1.2154362724E+06      1                 2.1259130E+02
 pp_0140               2.3296615721E+06      1.2062396180E+06      1                 1.6900050E+00
 pp_0141               2.3454919228E+06      1.2056868100E+06      1                 1.0400443E-02
 pp_0142               2.3613222735E+06      1.2051340020E+06      1                 2.3001400E-01
 pp_0143               2.3771526242E+06      1.2045811939E+06      1                 6.3515520E+01
 pp_0144               2.3929829749E+06      1.2040283859E+06      1                 6.3514830E+01
 pp_0145               2.4088133256E+06      1.2034755779E+06      1                 1.7167590E+01
 pp_0146               2.4246436763E+06      1.2029227698E+06      1                 5.1745260E+01
 pp_0147               2.4404740270E+06      1.2023699618E+06      1                 5.4738480E+01
 pp_0148               2.4563043777E+06      1.2018171538E+06      1                 1.3414280E+01
 pp_0149               2.4721347284E+06      1.2012643458E+06      1                 1.7261480E+01
 pp_0150               2.4879650791E+06      1.2007115377E+06      1                 3.7797070E+01
 pp_0151               2.5037954298E+06      1.2001587297E+06      1                 1.5394200E+01
 pp_0152               2.5196257805E+06      1.1996059217E+06      1                 1.2933010E+02
 pp_0153               2.5354561312E+06      1.1990531137E+06      1                 1.2399990E+02
 pp_0154               2.3449391148E+06      1.1898564593E+06      1                 2.4101320E-02
 pp_0155               2.3607694655E+06      1.1893036513E+06      1                 8.0605230E-01
 pp_0156               2.3765998162E+06      1.1887508432E+06      1                 2.6399920E+00
 pp_0157               2.3924301669E+06      1.1881980352E+06      1                 2.0805020E+02
 pp_0158               2.4082605176E+06      1.1876452272E+06      1                 8.2120030E+01
 pp_0159               2.4240908683E+06      1.1870924191E+06      1                 4.5711230E+01
 pp_0160               2.4399212190E+06      1.1865396111E+06      1                 9.7521150E+01
 pp_0161               2.4557515697E+06      1.1859868031E+06      1                 6.3514190E+01
 pp_0162               2.4715819204E+06      1.1854339951E+06      1                 1.0102340E+02
 pp_0163               2.4874122711E+06      1.1848811870E+06      1                 1.1302700E+02
 pp_0164               2.5032426218E+06      1.1843283790E+06      1                 1.4401630E+02
 pp_0165               2.5190729725E+06      1.1837755710E+06      1                 1.3699970E+02
 pp_0166               2.5349033232E+06      1.1832227630E+06      1                 1.6799990E+02
 pp_0167               2.5507336739E+06      1.1826699549E+06      1                 1.5800000E+01
 pp_0168               2.5665640246E+06      1.1821171469E+06      1                 2.2400000E+01
 pp_0169               2.3602166575E+06      1.1734733006E+06      1                 1.2900840E+00
 pp_0170               2.3760470082E+06      1.1729204925E+06      1                 1.2400820E-01
 pp_0171               2.3918773589E+06      1.1723676845E+06      1                 6.0299790E-01
 pp_0172               2.4077077096E+06      1.1718148765E+06      1                 6.3515460E+01
 pp_0173               2.4235380603E+06      1.1712620684E+06      1                 6.3515150E+01
 pp_0174               2.4393684110E+06      1.1707092604E+06      1                 6.3514930E+01
 pp_0175               2.4551987617E+06      1.1701564524E+06      1                 1.0802530E+02
 pp_0176               2.4710291124E+06      1.1696036444E+06      1                 8.2519560E+01
 pp_0177               2.4868594631E+06      1.1690508363E+06      1                 1.2001320E+02
 pp_0178               2.5026898138E+06      1.1684980283E+06      1                 1.3701570E+02
 pp_0179               2.5185201645E+06      1.1679452203E+06      1                 1.3399970E+02
 pp_0180               2.5343505152E+06      1.1673924123E+06      1                 1.6400000E+01
 pp_0181               2.5501808659E+06      1.1668396042E+06      1                 1.7800000E+01
 pp_0182               2.5660112166E+06      1.1662867962E+06      1                 1.6300000E+01
 pp_0183               2.3754942001E+06      1.1570901418E+06      1                 1.1001180E+00
 pp_0184               2.3913245508E+06      1.1565373338E+06      1                 9.7506405E-02
 pp_0185               2.4071549015E+06      1.1559845258E+06      1                 5.8403810E-01
 pp_0186               2.4229852522E+06      1.1554317177E+06      1                 5.5203410E+01
 pp_0187               2.4388156029E+06      1.1548789097E+06      1                 5.3703120E+01
 pp_0188               2.4546459536E+06      1.1543261017E+06      1                 5.7403080E+01
 pp_0189               2.4704763043E+06      1.1537732937E+06      1                 1.0299870E+02
 pp_0190               2.4863066550E+06      1.1532204856E+06      1                 1.2599890E+02
 pp_0191               2.5021370057E+06      1.1526676776E+06      1                 1.2699940E+02
 pp_0192               2.5179673564E+06      1.1521148696E+06      1                 1.2499980E+02
 pp_0193               2.5337977071E+06      1.1515620616E+06      1                 1.4600000E+01
 pp_0194               2.5496280578E+06      1.1510092535E+06      1                 1.6100000E+01
 pp_0195               2.5654584085E+06      1.1504564455E+06      1                 1.5500000E+01
 pp_0196               2.3907717428E+06      1.1407069831E+06      1                 1.2101270E+00
 pp_0197               2.4066020935E+06      1.1401541751E+06      1                 1.2301260E-01
 pp_0198               2.4224324442E+06      1.1396013670E+06      1                 5.9505970E-01
 pp_0199               2.4382627949E+06      1.1390485590E+06      1                 5.2101800E+01
 pp_0200               2.4540931456E+06      1.1384957510E+06      1                 6.2101850E+01
 pp_0201               2.4699234963E+06      1.1379429430E+06      1                 6.6703490E+01
 pp_0202               2.4857538470E+06      1.1373901349E+06      1                 1.1800700E+02
 pp_0203               2.5015841977E+06      1.1368373269E+06      1                 1.2099950E+02
 pp_0204               2.5174145484E+06      1.1362845189E+06      1                 1.2099980E+02
 pp_0205               2.5332448991E+06      1.1357317109E+06      1                 1.4800000E+02
 pp_0206               2.5490752498E+06      1.1351789028E+06      1                 1.5100000E+01
 pp_0207               2.4377099869E+06      1.1232182083E+06      1                 1.0499950E+02
 pp_0208               2.4535403376E+06      1.1226654003E+06      1                 5.3601470E+01
 pp_0209               2.4693706883E+06      1.1221125923E+06      1                 6.0905870E+01
 pp_0210               2.5010313897E+06      1.1210069762E+06      1                 1.1899980E+02
 pp_0211               2.4371571788E+06      1.1073878576E+06      1                 1.2399950E+02
