0,5122.161659,468672.4144,0,79677.77607,1978319.378,3698917.856,1053763.012,45874.18334,4696.103044,437919.6569,63490.31266,875795.3051,11514.3838,3425.891008,464049.4502,164319.5415,1604246.486,737988.6517,507762.188,394712.9881,72825.46923,103755.1139,146715.1744,1279280,773013.1831,3257830.95,363334.6081,378036.1453,0,9037.169104,18994.72143,805446.6628,186591.9292,287139.99,0,118242.3004,30977.62741,66180.06413,128659.2154,14368.09713,247.4885816,17694.35522,1188863.738,0,0,6507.080324,672670.2743,0,407032.554,698891.9975,665458.1227,41832.68677,3442184.309,12446.61713,144216.1478,425119.3168,2937173.97,-1395.311608,2970622.598,2092.760092,0,20609.1299,111267.6058,156313.5764,38736.5306,0,0,1619172.587,28349.29313,30003.20227,19288.40902,6556.124124,0,15523.63785,9815730.794,6006862.181,2390801.842,1295676.894,886390.8762,7920.589633,93404.81762,1012896.909,4637389.4,140398.0466,65040.94572,3089393.06,246241.0864,205801.2329,632075.0763,1727739.543,2060638.559,3152621.729,1028420.547,217982.9053,1327214.159,1465500.664,2076929.95,12373118.42,3467429.206,6045598.711,1028420.547,1206654.186
30,1507.943548,15737.52419,0,8847.052419,217562.5242,272271.7984,80172.08468,2119.060484,1978.096774,34911.67339,19578.71774,82702.55645,1144.653226,452.3024194,57046.52016,14144.25403,58969.29435,104672.4919,75635.22984,62521.14919,8946.818548,20371.81855,24785.06855,140156.3266,95403.875,256777.8911,20974.57661,17672.50806,0,1457.592742,2776.516129,113116.6613,29922.95161,21965.79032,0,14527.34274,5948.274194,10107.16532,7434.354839,923.2056452,406.8830645,1369.03629,104785.5202,0,0,1180.879032,38267.7621,0,13748.76613,81419.13306,66894.96774,9112.241935,306543.1855,3890.366935,18540.37903,76684.56855,203125.996,672.8266129,180340.6815,428.9717742,0,9763.508065,13853.29839,26045.5121,0,0,0,136581.121,5039.774194,6502.21371,8364.778226,371.2177419,0,2282.544355,701228.2863,542565.5,305595.6815,174979.3952,112742.254,2791.568548,11032.2621,95597.89113,361325.6976,12460.67742,6194.66129,243806.0685,23629.60081,29242.72984,90791.36694,199940.4194,186448.0524,126723.3468,97880.43548,21374.99597,199908.1613,170425.4879,222199.0161,919014.6371,261478.5766,542565.5,97880.43548,157054.3629
61,4173.772321,38968.79911,0,25329.5625,633388.9955,602731.2857,177577.4241,4746.71875,5715.821429,104004.4107,60739.47768,267452.9643,3211.330357,954.2321429,176730.0625,34823.61161,135352.6607,293340.1384,217333.7634,183381.9509,25418.93304,57050.25893,62979.9375,403102.7366,267002.9598,623471.3036,69507.87054,39157.26786,0,4063.178571,7837.647321,332124.5759,83989.74554,61667.59375,0,44554.44643,16288.35268,27779.49554,20796.03571,2549.236607,1085.147321,3790.883929,300600.7946,0,0,3229.151786,91935.51339,0,30808.06696,223157.7545,188312.3973,25261.95982,965263.8259,9317.473214,52716.27679,225516.1205,449574.5045,1414.486607,432507.1518,948.46875,0,26303.58482,37738.66071,66281.44643,0,0,0,303474.3616,14426.72768,13684.18304,21992.86607,1027.477679,0,6301.625,1800660.357,1325975.496,823955.1875,475063.1071,307475.6786,7484.790179,29287.95536,264297.6563,801833.5446,33022.45536,15682.41071,560347.942,63388.70982,85508.11607,271296.3705,623216.433,529252.7366,297065.0402,270599.2813,59189.78571,568196.625,505097.2187,632730.5089,2036463.478,599505.2098,1325975.496,270599.2813,440491.5179
89,8308.346774,76223.58871,0,47142.96371,1165436.552,2470968.266,621294.5524,10676.39919,13929.93145,204298.9274,145922.2903,861746.7218,10502.35484,2375.092742,464066.5121,37192.89516,337022.8266,564618.746,380816.0242,511802.6452,48885.52016,126116.5887,88613.29435,1205408.343,681114.1855,1489391.75,276608.9153,187796.8669,0,12314.03226,18680.66532,789196.1129,163678.2177,90029.83065,0,136032.5685,33013.67742,48726.95565,57270.91935,6994.415323,2776.28629,9902.423387,500686.5282,0,0,7262.060484,256954.2903,0,98105.65323,517385.0081,557697.1613,65997.31048,2948273.254,5545.862903,102511.5121,493727.6653,1949253.27,-4962.552419,1233006.806,1542.528226,0,74063.80242,98422.96371,92987.93145,0,0,0,1140518.956,30968.52419,19249.79435,30760.69355,2684.41129,0,1344.004032,6689683.532,3572882.589,1283594.613,859516.3508,737247.9435,-5274.705645,54207.10484,323267.2621,3065517.407,48222.16935,21235.61694,1922051.125,65339.54839,242927,670871.5202,1778005.593,883628.5806,768306.3589,324611.2661,132070.6371,1234824.903,1264345.024,1871207.294,8117709.895,2109847.992,3572882.589,324611.2661,898201.0323
120,13542.22083,165087.625,0,92093.49583,2145497.1,5469198.013,1432545.9,18492.86667,22783.475,409640.9792,282903.2292,1687773.308,17223.49167,4102.158333,883737.15,99308.32083,762935.0292,1165984.275,867634.775,1013153.708,85986.2625,205402.7958,199759.6833,2154581.158,1124792.208,3485958.438,520029.2375,361532.4583,0,20455.72083,31113.42083,1697712.533,291510.4875,202845.8208,0,253776.5417,53743.31667,85580.55,95087.10417,11651.1375,4570.345833,16488.425,1031337.129,0,0,11914.00833,559957.1042,0,218456.55,856552.725,919032.8833,108759.1917,5538011.792,13317.08333,189491.0083,838996.4792,4239531.513,-5188.6875,2821255.429,1861.4375,0,123383.5667,163997.1417,191624.4958,0,0,0,2429867.308,50195.0875,23096.62083,70537.82083,4479.391667,0,8746.091667,14009033.3,8168712.796,2725612.667,1577332.046,1203376.121,669.975,89736.2625,792120.9083,6718877.742,96605.08333,50597.14167,4297572.858,140795.7583,430593.3,1220432.171,3329702.254,1843583.613,1706436.308,800867,223347.375,2471318.446,2585312.538,3253741.713,17878646.03,4659105.317,8168712.796,800867,1724187.5
150,16597.95565,198780.6774,0,95385.79032,2232538.081,6497168.274,1651376.363,23196.52823,27776.79839,463398.8911,309021.1089,1833184.387,20393.21774,1603.737903,970489.2621,112210.1008,882537.5484,1226253.02,841660.4919,1025119.859,88976.64919,230782.2298,249727.3589,2469919.157,1310857.96,4040702.117,563448.6976,385893.996,0,23761.37903,37962.80242,1655350.258,324881.5202,282341.7097,0,275776.0081,60081.78629,114531.1129,122123.3347,13368.70968,5238.294355,19269.5,1254361.996,0,0,15018.89516,661972.0484,0,256491.9113,953535.9355,1139580.988,124239.2137,5895557.859,20095.36694,201374.8548,886798.6532,5098035.282,-4899.403226,3459804.464,2387.443548,0,132382.1411,190152.8065,202830.7702,0,0,0,2745144.395,53163.33871,25267.22581,68764.875,5427.951613,0,10471.16532,16149502.07,10165482.31,3188799.927,1681963.141,1340588.02,2851.516129,95985.44758,836299.5242,7869423.996,105636.1774,56376.04032,5253974.871,168615.1008,481008.9032,1347531.71,3592452.847,2249829.956,1999782.185,846770.6895,288664.5161,2579105.915,2604536.25,3818449.613,21139200.44,5639868.867,10165482.31,846770.6895,1795196.427
181,21128.68333,250447.95,0,114734.8792,2968640.704,6904333.854,1950722.242,23961.62917,37311.5625,631127.5083,427542.2958,2535664.088,26539.44167,4266.8,1368122.533,123623.2667,1087255.879,1442542.738,949906.3917,1213024.983,105691.0375,300119.5833,313621.4583,3323011.933,1821639.838,4913532.95,766767.2917,434472.2667,0,31639.80833,51011.4,1873903.175,411808.6208,373806.9583,0,365819.8375,80844.94583,175275.9708,178114.0792,18890.1,7617.45,26289.23333,1718025.192,0,0,19407.9125,827387.1042,0,348151.1583,1217887.35,1638524.692,168480.0625,8341850.871,25814.125,246638.5167,1281624.033,5218907.3,-5180.3625,4230412.567,2132.6875,0,179213.9042,264938.7583,302531.4292,0,0,0,3203027.517,67432.85417,35563.05417,83923.70417,7705.825,0,9311.620833,19470230.57,11596159.47,4542431.554,2529428.646,2100969.242,4666.5375,110316.275,851337.1542,8468950.15,154741.3833,88606.75417,5550672.583,230347.6167,643240.3417,1861448.929,5011597.708,3036581.117,2513242.092,860648.775,420466.0875,3072042.879,3107734.9,5253071.308,22566875.18,5985144.85,11596159.47,860648.775,2167793.742
211,14623.33468,178227.2177,0,79702.61694,1920924.226,5102801.254,1429363.036,20027.20968,28404.43548,455777.8145,292724.7097,1650825.121,17034.58871,4314.290323,944796.5484,68999.96371,796300.8508,977163.9758,624443.5202,762271.4355,75357.28629,231713.1774,240974.2218,1974455.359,1356064.54,3450483.109,467304.8589,283911.3185,0,23418.57258,37331.41935,1169865.464,287835,297843.7339,0,214815.1169,62479.98387,98390.85081,93379.09677,12072.62903,5236.806452,20384.25,1271331.968,0,0,14102.47581,584395.4516,0,245970.4234,739562.5323,996396.6532,117400.3468,5645039.802,18192.64113,174955.754,803993.6048,3869780.504,-5077.58871,3080661.536,1742.508065,0,106273.8992,154606.8427,164520.0685,0,0,0,2278159.149,52489.5121,20793.58468,41396.95161,4205.729839,0,1350.883065,13462150.49,8121290.302,2957514.121,1771758.964,1320296.605,-3404.745968,57573.23387,484633.8266,6152757.306,81042.54839,50193.43548,4000133.843,152732.1129,413349.7056,1325120.464,3214848.294,2265927.738,1804893.944,485984.7097,237530.3468,2023865.665,1967185.98,3141737.214,16574729.31,4284045.161,8121290.302,485984.7097,1364006.052
242,15004.07258,166625.9798,0,84686.95968,1813695.028,5146806.54,1410406.613,18878.59677,27521.20161,437072.254,292034.371,1584375.504,17965.89919,4037.137097,897555.5242,52419.10484,743837.8548,1007082.29,662229.629,795435.8871,74404.93548,241310.4435,209602.7056,2123368.298,1272757.21,3383858.302,476112.3065,267373.4315,0,21820.46774,37798.28226,1230432.238,280437.3427,264330.7742,0,205166.8629,57821.03226,94456.56452,98232.97984,12487.61694,5194.584677,20464.70161,1181764.456,0,0,13616.89516,574316.125,0,236469.6613,759235.3185,1076551.411,105366.9073,5273393.96,15322.59274,173840.5242,814297.875,3932380.589,-5078.270161,2822897.738,1503.169355,0,105051.7218,161146.2661,160534.8427,0,0,0,2200827.165,56054.0121,11802.4879,44030.08468,4532.596774,0,1404.084677,13449732.99,8223477.694,3106882.698,1477285.282,1184686.069,-5073.149194,48924.49194,486164.0524,6156127.81,78267.00403,44328.68548,4019217.206,141769.1815,390617.2218,1285456.798,3166820.056,2092770.19,1721249.621,487568.1371,239276.4113,2077882.371,2039476.964,3378086.19,16664600.15,4286590.637,8223477.694,487568.1371,1421464.948
273,10611.49167,141988.7667,0,53264.15,1129266.908,3559266.875,1176597.392,12826.43333,19542.56667,287160.5958,203457.6375,1116297.771,15219.73333,2684.045833,622458.2208,48359.02083,567867.5167,623169.8583,428224.7917,512393.3125,47442.6125,175522.6958,139038.0167,1456964.933,744629.5958,2834861.821,346235.1292,192041.5333,0,12087.0375,22314.4625,823405.8417,182677.9792,176283.8792,0,133430.6917,42600.54583,73750.4125,83431.33333,7684.1125,3124.95,12874.44583,782390.7417,0,0,9608.483333,498947.4958,0,209733.1,494794.2833,720606.2917,64424.24167,3431527.017,6464.258333,112259.7,533137.25,2506445.129,-5250.0375,1838463.896,1167.358333,0,68785.3875,118701.6292,85811.66667,0,0,0,1667413.908,43611.17917,4615.166667,26093.91667,4508.158333,0,879.4166667,8432408.104,4876026.721,1559143.788,884131.0417,722598.0375,-7218.295833,29606.85833,373485.0333,4382367.217,44339.41667,18026.7125,2415495.171,67747.6625,245130.8792,906860.1583,2199127.788,1384873.233,1418536.879,374364.45,192621.4542,1311022.854,1382607.433,2308465.125,11637503.05,2607536.704,4876026.721,374364.45,923019.075
